gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z, eating
1.40,0.67,-1.28,0.02,-0.50,0.89,0
0.98,0.55,-1.53,0.02,-0.51,0.89,0
0.92,0.49,-1.83,0.02,-0.51,0.89,0
1.10,0.55,-2.26,0.03,-0.51,0.89,0
1.40,0.55,-2.44,0.03,-0.51,0.89,0
1.77,0.31,-2.56,0.04,-0.51,0.89,0
1.71,0.24,-3.05,0.04,-0.52,0.89,0
1.40,0.37,-3.30,0.05,-0.52,0.90,0
0.67,0.24,-3.17,0.05,-0.52,0.91,0
0.73,0.31,-3.23,0.05,-0.52,0.92,0
0.85,0.61,-3.17,0.05,-0.52,0.92,0
0.55,0.98,-3.11,0.05,-0.52,0.92,0
0.43,1.22,-2.99,0.05,-0.52,0.92,0
0.31,1.28,-2.99,0.04,-0.52,0.92,0
0.12,1.53,-2.99,0.03,-0.52,0.92,0
0.24,1.95,-3.23,0.03,-0.52,0.92,0
-0.18,2.50,-3.17,0.03,-0.52,0.92,0
0.00,2.62,-3.05,0.02,-0.51,0.92,0
0.37,3.17,-2.93,0.03,-0.51,0.91,0
0.67,3.66,-2.75,0.03,-0.50,0.91,0
0.85,3.97,-2.75,0.03,-0.50,0.90,0
0.61,4.33,-2.62,0.02,-0.49,0.90,0
0.31,4.58,-2.44,0.02,-0.49,0.90,0
-0.24,4.76,-2.50,0.01,-0.49,0.89,0
-0.98,4.58,-2.44,0.01,-0.49,0.88,0
-1.59,4.46,-2.62,0.02,-0.48,0.87,0
-2.26,4.33,-2.99,0.03,-0.48,0.87,0
-3.23,3.97,-3.48,0.03,-0.47,0.88,0
-3.78,3.54,-4.33,0.02,-0.47,0.88,0
-4.15,3.48,-4.76,0.01,-0.48,0.88,0
-4.15,3.60,-5.25,0.01,-0.48,0.88,0
-3.85,3.85,-5.80,0.02,-0.48,0.88,0
-3.42,4.03,-6.41,0.03,-0.47,0.87,0
-3.17,4.64,-6.84,0.04,-0.47,0.87,0
-2.32,4.70,-7.45,0.05,-0.47,0.86,0
-2.01,4.70,-7.93,0.06,-0.47,0.86,0
-2.08,4.82,-8.24,0.06,-0.47,0.86,0
-2.75,4.88,-8.54,0.05,-0.47,0.85,0
-2.32,4.21,-8.91,0.05,-0.45,0.84,0
-1.34,3.72,-8.97,0.06,-0.45,0.82,0
-1.28,3.66,-9.40,0.10,-0.46,0.82,0
-1.83,3.42,-10.31,0.14,-0.49,0.83,0
-2.56,2.93,-11.60,0.15,-0.51,0.85,0
-3.91,2.38,-12.63,0.16,-0.52,0.87,0
-4.58,2.26,-13.06,0.16,-0.52,0.89,0
-4.33,2.93,-12.51,0.16,-0.52,0.90,0
-3.17,3.60,-11.41,0.15,-0.52,0.90,0
-1.77,4.76,-10.38,0.14,-0.53,0.89,0
-0.85,5.98,-9.28,0.15,-0.54,0.89,0
-0.49,6.77,-8.18,0.14,-0.53,0.90,0
0.06,7.51,-7.26,0.13,-0.53,0.90,0
0.43,8.48,-6.29,0.12,-0.52,0.90,0
1.16,9.40,-5.55,0.12,-0.52,0.90,0
2.26,10.19,-4.70,0.12,-0.51,0.90,0
3.42,11.05,-4.09,0.16,-0.52,0.89,0
3.97,11.66,-3.66,0.18,-0.53,0.92,0
4.39,11.78,-3.36,0.18,-0.53,0.93,0
5.25,12.08,-2.87,0.17,-0.53,0.94,0
5.86,12.94,-2.56,0.18,-0.52,0.92,0
6.23,13.49,-1.77,0.18,-0.52,0.91,0
6.23,13.79,-0.37,0.17,-0.52,0.92,0
4.27,13.92,0.73,0.15,-0.54,0.93,0
3.72,14.10,2.26,0.12,-0.55,0.92,0
3.66,13.92,3.72,0.11,-0.54,0.91,0
3.30,13.61,5.31,0.09,-0.52,0.90,0
2.87,13.00,5.98,0.08,-0.51,0.89,0
3.30,12.33,6.59,0.07,-0.50,0.89,0
4.76,11.54,6.90,0.07,-0.50,0.90,0
6.53,10.80,7.63,0.08,-0.49,0.90,0
9.16,9.70,8.36,0.08,-0.49,0.90,0
11.23,9.03,9.34,0.08,-0.50,0.89,0
12.33,8.06,10.68,0.08,-0.51,0.88,0
12.15,6.65,12.08,0.07,-0.52,0.87,0
12.02,4.88,13.67,0.06,-0.51,0.86,0
10.93,3.17,15.44,0.05,-0.50,0.85,0
8.85,1.65,16.54,0.05,-0.49,0.84,0
7.14,0.31,17.64,0.06,-0.48,0.83,0
5.80,-0.92,18.74,0.08,-0.47,0.82,0
4.21,-2.38,18.74,0.09,-0.46,0.82,0
3.36,-3.60,18.37,0.10,-0.45,0.83,0
3.30,-5.00,17.33,0.10,-0.45,0.82,0
3.60,-6.10,16.30,0.09,-0.45,0.82,0
4.39,-6.41,15.75,0.08,-0.46,0.82,0
5.98,-6.29,15.26,0.06,-0.46,0.82,0
7.02,-5.74,15.26,0.06,-0.49,0.83,0
7.26,-4.94,15.14,0.04,-0.51,0.82,0
7.45,-4.64,15.56,0.03,-0.52,0.81,0
7.08,-5.13,15.14,0.02,-0.51,0.80,0
6.65,-5.49,14.89,0.04,-0.51,0.80,0
6.35,-6.35,13.98,0.05,-0.50,0.80,0
5.92,-7.20,12.70,0.05,-0.50,0.82,0
6.16,-7.87,11.23,0.05,-0.50,0.82,0
7.32,-8.18,10.07,0.03,-0.49,0.83,0
9.40,-8.18,9.28,0.02,-0.48,0.82,0
12.45,-7.93,8.54,0.01,-0.47,0.81,0
15.44,-7.57,8.12,-0.01,-0.47,0.80,0
17.21,-6.47,7.93,-0.03,-0.48,0.78,0
18.37,-5.62,8.48,-0.05,-0.48,0.77,0
18.13,-4.82,9.03,-0.05,-0.48,0.77,0
17.64,-4.27,8.73,-0.06,-0.46,0.76,0
18.19,-3.91,7.69,-0.07,-0.46,0.75,0
18.13,-3.72,6.16,-0.08,-0.45,0.75,0
18.37,-3.30,4.64,-0.09,-0.44,0.74,0
19.10,-2.93,2.81,-0.10,-0.44,0.74,0
19.47,-1.89,1.10,-0.11,-0.45,0.75,0
19.35,-0.67,-0.31,-0.12,-0.46,0.76,0
20.32,0.79,-1.46,-0.12,-0.46,0.76,0
21.36,2.32,-2.56,-0.12,-0.47,0.78,0
23.13,3.72,-3.97,-0.14,-0.48,0.77,0
24.54,4.76,-5.19,-0.18,-0.52,0.77,0
24.17,7.02,-6.35,-0.21,-0.57,0.78,0
23.62,9.58,-7.08,-0.22,-0.60,0.79,0
23.50,11.11,-7.39,-0.23,-0.58,0.79,0
23.99,12.76,-8.12,-0.22,-0.57,0.79,0
25.51,14.53,-9.46,-0.20,-0.55,0.79,0
27.95,15.63,-10.68,-0.18,-0.54,0.76,0
28.50,15.56,-12.15,-0.15,-0.55,0.76,0
26.67,15.08,-13.49,-0.10,-0.55,0.79,0
25.33,13.18,-15.08,-0.05,-0.55,0.80,0
24.29,10.07,-17.94,-0.02,-0.55,0.82,0
20.32,7.45,-21.18,0.02,-0.57,0.87,0
16.91,4.58,-22.95,0.04,-0.57,0.91,0
16.30,1.10,-24.78,0.06,-0.56,0.92,0
15.08,-1.46,-27.22,0.05,-0.56,0.96,0
12.33,-2.99,-28.50,0.04,-0.57,0.98,0
12.51,-5.13,-28.69,0.01,-0.56,0.96,0
13.73,-7.02,-28.63,-0.01,-0.54,0.95,0
14.28,-8.00,-28.32,-0.03,-0.54,0.94,0
14.59,-8.79,-27.22,-0.05,-0.55,0.93,0
15.69,-9.70,-26.31,-0.07,-0.58,0.93,0
14.83,-10.19,-25.57,-0.06,-0.60,0.94,0
12.27,-10.56,-24.96,-0.06,-0.61,0.94,0
9.95,-11.47,-24.35,-0.05,-0.60,0.94,0
7.57,-11.84,-24.48,-0.05,-0.60,0.95,0
5.86,-12.02,-24.41,-0.06,-0.59,0.93,0
3.78,-11.84,-23.80,-0.05,-0.60,0.92,0
1.16,-11.54,-23.62,-0.05,-0.60,0.92,0
-0.12,-12.39,-23.74,-0.06,-0.58,0.91,0
-0.67,-12.39,-23.50,-0.06,-0.56,0.90,0
-1.95,-11.72,-23.62,-0.05,-0.55,0.90,0
-2.44,-11.41,-24.11,-0.05,-0.55,0.88,0
-2.69,-10.86,-25.02,-0.05,-0.56,0.88,0
-3.48,-9.95,-25.88,-0.06,-0.57,0.89,0
-4.58,-9.09,-26.61,-0.05,-0.57,0.89,0
-4.64,-8.30,-27.83,-0.05,-0.55,0.88,0
-4.09,-7.45,-29.79,-0.05,-0.54,0.86,0
-4.15,-6.04,-31.37,-0.06,-0.53,0.86,0
-3.30,-4.52,-32.90,-0.07,-0.53,0.85,0
-1.77,-2.81,-34.24,-0.07,-0.54,0.85,0
-0.67,-0.55,-35.34,-0.08,-0.54,0.85,0
-0.31,2.69,-35.22,-0.08,-0.55,0.85,0
-0.18,6.10,-34.73,-0.09,-0.56,0.86,0
2.08,9.70,-34.97,-0.08,-0.56,0.85,0
5.43,12.33,-35.95,-0.08,-0.56,0.85,0
7.81,14.10,-37.48,-0.08,-0.57,0.85,0
9.22,15.56,-39.18,-0.07,-0.58,0.86,0
10.38,17.82,-40.10,-0.07,-0.58,0.86,0
10.93,19.59,-40.95,-0.07,-0.59,0.86,0
8.61,22.34,-40.89,-0.06,-0.61,0.86,0
6.47,25.21,-39.86,-0.06,-0.62,0.86,0
6.16,26.67,-39.12,-0.05,-0.62,0.86,0
5.07,28.14,-39.43,-0.04,-0.63,0.86,0
3.48,29.11,-39.37,-0.04,-0.64,0.86,0
1.83,29.42,-39.00,-0.03,-0.64,0.85,0
0.61,29.60,-38.70,-0.02,-0.63,0.85,0
-0.18,29.17,-38.27,-0.01,-0.63,0.85,0
-1.59,28.56,-37.60,-0.00,-0.64,0.85,0
-3.17,28.38,-36.01,-0.01,-0.65,0.84,0
-4.58,27.95,-34.00,-0.01,-0.64,0.84,0
-5.62,27.16,-32.47,-0.01,-0.62,0.84,0
-6.71,26.43,-31.13,-0.00,-0.62,0.84,0
-7.39,25.76,-29.30,-0.01,-0.62,0.83,0
-8.00,25.09,-27.34,-0.01,-0.61,0.84,0
-8.18,25.21,-25.27,-0.02,-0.61,0.83,0
-7.93,25.51,-23.44,-0.01,-0.62,0.84,0
-7.69,25.33,-22.16,-0.01,-0.63,0.85,0
-7.81,24.90,-21.73,-0.01,-0.63,0.86,0
-7.93,24.05,-22.22,-0.00,-0.62,0.85,0
-7.81,23.50,-21.30,0.00,-0.60,0.85,0
-7.81,23.68,-20.08,0.01,-0.60,0.85,0
-8.00,23.19,-19.53,0.02,-0.60,0.85,0
-8.48,22.52,-18.07,0.02,-0.59,0.84,0
-9.03,21.85,-17.03,0.02,-0.60,0.84,0
-10.99,21.24,-16.66,0.02,-0.60,0.84,0
-12.63,20.14,-15.26,0.02,-0.60,0.84,0
-13.06,20.08,-14.53,0.02,-0.60,0.83,0
-13.37,19.53,-14.10,0.02,-0.61,0.83,0
-14.22,18.74,-13.31,0.02,-0.61,0.85,0
-14.40,18.01,-12.21,0.02,-0.62,0.85,0
-14.04,17.52,-11.96,0.02,-0.63,0.84,0
-14.65,16.36,-11.11,0.02,-0.63,0.85,0
-14.59,16.11,-9.28,0.00,-0.62,0.86,0
-13.00,16.24,-9.03,0.01,-0.61,0.85,0
-13.00,16.17,-8.61,0.01,-0.61,0.85,0
-13.31,16.30,-7.26,0.02,-0.60,0.85,0
-11.84,16.54,-6.53,0.04,-0.60,0.84,0
-10.99,16.05,-6.84,0.06,-0.59,0.84,0
-11.11,14.89,-6.41,0.07,-0.58,0.84,0
-11.05,13.67,-6.10,0.07,-0.58,0.86,0
-10.25,13.06,-5.55,0.08,-0.59,0.86,0
-9.28,12.27,-4.94,0.08,-0.58,0.87,0
-8.73,11.23,-4.15,0.08,-0.58,0.88,0
-8.85,10.68,-3.48,0.07,-0.59,0.89,0
-8.67,10.07,-2.56,0.08,-0.59,0.89,0
-8.30,9.58,-1.77,0.09,-0.58,0.89,0
-7.51,9.34,-1.22,0.11,-0.58,0.88,0
-2.62,9.28,-0.43,0.09,-0.58,0.85,0
-7.26,9.09,-2.87,0.12,-0.59,0.86,0
-14.47,4.39,-3.11,0.11,-0.53,0.86,0
-11.78,4.33,-3.85,0.13,-0.56,0.86,0
-12.82,1.77,-6.59,0.14,-0.53,0.86,0
-10.38,2.01,-2.93,0.13,-0.51,0.88,0
-3.72,4.64,2.01,0.13,-0.53,0.90,0
-0.55,5.37,3.72,0.12,-0.55,0.90,0
0.67,5.86,4.27,0.10,-0.57,0.90,0
-2.32,6.41,3.42,0.10,-0.58,0.90,0
-8.24,5.55,2.26,0.10,-0.56,0.90,0
-11.05,5.00,2.26,0.09,-0.55,0.90,0
-11.05,5.74,2.99,0.11,-0.55,0.90,0
-10.13,6.16,3.60,0.13,-0.56,0.90,0
-9.46,6.65,4.70,0.14,-0.57,0.91,0
-9.22,7.20,5.25,0.14,-0.58,0.93,0
-8.42,7.57,5.98,0.13,-0.58,0.94,0
-7.45,8.61,7.14,0.11,-0.58,0.95,0
-7.45,10.44,8.54,0.10,-0.59,0.95,0
-6.90,12.33,10.56,0.09,-0.59,0.94,0
-6.10,14.16,12.63,0.08,-0.58,0.93,0
-6.29,15.44,13.79,0.07,-0.57,0.93,0
-7.08,17.27,15.14,0.06,-0.57,0.93,0
-7.57,18.62,16.78,0.07,-0.57,0.91,0
-8.30,19.53,18.01,0.09,-0.55,0.91,0
-9.40,20.14,19.04,0.11,-0.55,0.91,0
-9.70,20.14,19.71,0.12,-0.54,0.91,0
-9.52,20.26,19.84,0.11,-0.55,0.91,0
-10.44,20.75,20.45,0.10,-0.55,0.91,0
-11.72,21.06,21.42,0.09,-0.54,0.92,0
-12.45,21.55,22.22,0.09,-0.53,0.91,0
-13.67,22.46,22.89,0.08,-0.54,0.92,0
-15.14,23.25,24.11,0.06,-0.54,0.93,0
-15.38,23.32,25.02,0.04,-0.53,0.92,0
-14.47,23.07,25.21,0.04,-0.51,0.91,0
-13.61,22.83,24.72,0.04,-0.49,0.89,0
-12.70,22.46,23.62,0.05,-0.49,0.89,0
-12.02,21.55,22.09,0.06,-0.49,0.88,0
-11.96,20.63,20.94,0.06,-0.48,0.89,0
-11.23,20.20,20.51,0.06,-0.47,0.90,0
-11.72,20.94,20.94,0.06,-0.48,0.92,0
-12.27,21.91,21.97,0.06,-0.49,0.93,0
-12.82,22.52,22.89,0.05,-0.50,0.94,0
-13.49,23.13,23.01,0.03,-0.50,0.95,0
-13.92,23.62,22.52,0.02,-0.49,0.96,0
-14.40,24.23,21.79,0.01,-0.48,0.95,0
-13.85,24.66,20.94,0.02,-0.47,0.93,0
-13.61,25.21,19.78,0.04,-0.45,0.93,0
-12.63,25.33,18.55,0.06,-0.43,0.91,0
-11.47,25.27,17.40,0.08,-0.43,0.91,0
-11.84,25.15,16.42,0.10,-0.44,0.92,0
-12.21,25.27,16.30,0.09,-0.45,0.92,0
-11.90,25.15,16.48,0.09,-0.46,0.92,0
-13.73,25.09,16.97,0.08,-0.46,0.91,0
-14.71,25.15,18.07,0.07,-0.46,0.90,0
-14.71,25.33,19.10,0.07,-0.44,0.88,0
-14.47,25.02,19.10,0.07,-0.43,0.86,0
-13.61,24.35,18.98,0.07,-0.41,0.84,0
-13.18,23.68,18.74,0.07,-0.40,0.81,0
-12.39,22.83,18.13,0.07,-0.38,0.80,0
-10.93,21.79,17.76,0.09,-0.37,0.79,0
-8.67,20.81,17.88,0.12,-0.36,0.77,0
-7.32,19.71,17.64,0.15,-0.37,0.77,0
-6.53,18.49,17.64,0.16,-0.39,0.77,0
-6.23,17.33,17.27,0.17,-0.39,0.76,0
-6.84,16.11,17.21,0.17,-0.40,0.75,0
-7.81,14.71,16.97,0.18,-0.40,0.74,0
-8.79,12.94,17.21,0.19,-0.39,0.73,0
-9.34,10.50,17.40,0.19,-0.38,0.72,0
-9.52,8.36,17.52,0.19,-0.38,0.71,0
-9.46,6.29,17.33,0.20,-0.38,0.72,0
-9.22,3.72,16.66,0.21,-0.37,0.73,0
-8.42,1.95,15.87,0.21,-0.37,0.76,0
-7.26,1.10,14.95,0.22,-0.38,0.77,0
-5.07,0.12,13.73,0.24,-0.40,0.79,0
-2.75,-0.79,12.45,0.24,-0.41,0.83,0
-1.46,-0.37,11.29,0.24,-0.42,0.85,0
-1.89,0.67,10.01,0.25,-0.46,0.84,0
-0.37,0.24,10.01,0.24,-0.50,0.87,0
1.28,0.06,10.74,0.22,-0.52,0.91,0
2.01,0.49,11.54,0.20,-0.54,0.93,0
1.65,1.53,12.88,0.18,-0.54,0.94,0
1.53,2.50,14.65,0.17,-0.52,0.94,0
2.38,3.78,16.05,0.19,-0.49,0.93,0
5.25,5.07,16.54,0.23,-0.47,0.92,0
9.03,5.98,16.17,0.27,-0.45,0.92,0
13.85,7.08,15.69,0.29,-0.46,0.92,0
18.62,8.48,14.65,0.30,-0.48,0.92,0
23.68,10.50,14.22,0.29,-0.49,0.91,0
27.34,12.76,14.10,0.30,-0.50,0.87,0
29.85,14.22,14.71,0.29,-0.50,0.85,0
29.30,14.59,17.15,0.30,-0.49,0.84,0
27.04,14.53,21.24,0.29,-0.50,0.82,0
24.96,13.98,25.39,0.28,-0.48,0.83,0
23.86,12.70,28.87,0.30,-0.45,0.80,0
23.93,11.17,31.56,0.32,-0.43,0.79,0
23.93,9.64,34.06,0.32,-0.41,0.78,0
25.02,7.08,35.71,0.30,-0.40,0.74,0
25.57,4.09,36.56,0.29,-0.38,0.71,0
24.48,1.04,37.48,0.28,-0.35,0.70,0
23.32,-2.14,38.64,0.26,-0.33,0.68,0
21.85,-5.19,38.82,0.23,-0.32,0.69,0
18.98,-7.45,39.00,0.19,-0.32,0.74,0
15.63,-8.42,39.61,0.15,-0.34,0.78,0
15.69,-8.54,40.41,0.12,-0.36,0.79,0
17.03,-8.42,41.14,0.10,-0.33,0.80,0
18.43,-8.61,40.89,0.11,-0.30,0.79,0
19.96,-8.48,39.55,0.14,-0.28,0.78,0
21.12,-8.42,37.11,0.17,-0.25,0.77,0
22.71,-9.16,32.71,0.17,-0.24,0.77,0
25.27,-10.01,27.59,0.16,-0.23,0.76,0
26.31,-10.62,23.50,0.14,-0.25,0.81,0
23.80,-9.52,20.94,0.11,-0.30,0.85,0
25.57,-8.00,20.26,0.09,-0.34,0.86,0
29.54,-6.29,19.23,0.09,-0.33,0.88,0
32.90,-4.64,17.88,0.09,-0.32,0.89,0
35.77,-2.81,16.48,0.08,-0.31,0.87,0
39.06,-1.46,14.71,0.07,-0.29,0.85,0
42.60,-0.61,12.15,0.09,-0.27,0.82,0
45.17,0.18,9.95,0.10,-0.27,0.82,0
48.10,1.22,8.18,0.12,-0.29,0.80,0
52.86,1.65,6.04,0.16,-0.30,0.79,0
57.50,1.10,3.11,0.20,-0.31,0.81,0
62.56,1.28,-0.43,0.19,-0.34,0.83,0
66.53,2.75,-3.48,0.17,-0.40,0.82,0
66.83,5.19,-4.94,0.14,-0.46,0.84,0
65.55,8.85,-5.37,0.11,-0.50,0.84,0
65.92,12.82,-5.68,0.09,-0.49,0.81,0
65.80,17.46,-5.49,0.10,-0.46,0.76,0
65.43,21.55,-5.13,0.12,-0.42,0.69,0
64.51,24.72,-5.43,0.13,-0.38,0.63,0
62.62,27.65,-5.80,0.16,-0.36,0.59,0
58.84,29.85,-6.96,0.18,-0.37,0.59,0
53.71,31.37,-8.12,0.20,-0.42,0.61,0
49.13,31.56,-9.83,0.22,-0.47,0.61,0
43.46,30.33,-13.37,0.22,-0.51,0.63,0
35.16,28.87,-18.55,0.23,-0.56,0.66,0
26.37,26.61,-24.29,0.24,-0.59,0.69,0
19.35,23.25,-30.94,0.26,-0.60,0.73,0
12.70,19.65,-39.67,0.25,-0.62,0.78,0
6.29,16.48,-48.65,0.22,-0.65,0.85,0
3.48,13.98,-56.34,0.17,-0.67,0.88,0
4.09,12.21,-62.44,0.12,-0.65,0.91,0
8.48,11.96,-67.44,0.09,-0.63,0.92,0
15.01,11.47,-71.78,0.07,-0.62,0.91,0
20.69,11.41,-74.71,0.06,-0.64,0.91,0
26.25,11.29,-77.03,0.05,-0.66,0.93,0
29.42,10.62,-79.35,0.05,-0.68,0.95,0
30.58,9.70,-80.69,0.05,-0.70,0.95,0
31.56,8.73,-81.30,0.06,-0.71,0.95,0
31.98,7.20,-81.97,0.10,-0.71,0.93,0
30.70,4.46,-82.52,0.17,-0.69,0.92,0
27.10,1.77,-83.62,0.23,-0.68,0.91,0
22.40,-1.28,-85.21,0.26,-0.68,0.91,0
17.03,-4.21,-86.06,0.26,-0.69,0.91,0
11.29,-7.20,-86.18,0.25,-0.69,0.91,0
6.84,-9.46,-85.33,0.23,-0.67,0.89,0
5.13,-11.60,-83.68,0.22,-0.66,0.86,0
3.54,-13.61,-81.60,0.23,-0.65,0.83,0
1.46,-16.11,-79.41,0.23,-0.65,0.79,0
-1.59,-19.10,-77.70,0.23,-0.65,0.77,0
-4.03,-22.89,-76.11,0.22,-0.66,0.75,0
-6.23,-27.77,-75.44,0.21,-0.67,0.73,0
-11.23,-32.41,-75.13,0.20,-0.70,0.73,0
-17.03,-36.56,-74.52,0.18,-0.74,0.73,0
-21.91,-40.89,-74.16,0.17,-0.75,0.73,0
-26.37,-45.17,-74.65,0.16,-0.74,0.73,0
-30.33,-49.13,-75.74,0.14,-0.74,0.74,0
-32.71,-52.73,-76.48,0.12,-0.74,0.72,0
-34.06,-56.21,-76.60,0.10,-0.76,0.73,0
-37.17,-58.47,-76.29,0.07,-0.80,0.74,0
-37.78,-60.97,-74.83,0.04,-0.83,0.74,0
-37.72,-63.11,-73.06,0.02,-0.85,0.75,0
-37.54,-65.25,-71.90,0.01,-0.85,0.73,0
-36.56,-68.18,-70.86,-0.01,-0.85,0.71,0
-36.93,-70.86,-69.89,-0.02,-0.84,0.70,0
-36.01,-73.61,-69.09,-0.03,-0.83,0.70,0
-35.22,-76.17,-69.03,-0.05,-0.82,0.71,0
-34.48,-77.51,-68.18,-0.07,-0.83,0.71,0
-33.20,-78.43,-67.44,-0.07,-0.83,0.71,0
-31.49,-79.22,-66.96,-0.08,-0.83,0.73,0
-29.48,-80.51,-67.02,-0.08,-0.82,0.74,0
-26.61,-81.60,-68.24,-0.10,-0.80,0.75,0
-24.41,-81.85,-69.27,-0.11,-0.82,0.77,0
-22.71,-81.42,-69.27,-0.12,-0.83,0.77,0
-18.86,-81.48,-68.73,-0.13,-0.83,0.76,0
-15.87,-80.87,-68.48,-0.14,-0.82,0.76,0
-12.33,-80.20,-68.42,-0.15,-0.80,0.75,0
-9.89,-79.35,-68.05,-0.15,-0.79,0.73,0
-7.93,-78.74,-67.44,-0.15,-0.80,0.73,0
-6.53,-78.06,-66.71,-0.15,-0.81,0.72,0
-5.86,-77.64,-66.28,-0.15,-0.82,0.72,0
-5.55,-78.12,-65.92,-0.15,-0.84,0.74,0
-5.68,-79.41,-65.92,-0.16,-0.86,0.76,0
-6.23,-80.69,-66.10,-0.18,-0.89,0.79,0
-6.84,-80.99,-64.82,-0.20,-0.91,0.81,0
-5.92,-81.42,-62.44,-0.21,-0.91,0.81,0
-4.33,-80.63,-59.75,-0.23,-0.88,0.80,0
-0.73,-79.10,-56.21,-0.24,-0.84,0.79,0
4.70,-77.09,-52.19,-0.23,-0.80,0.77,0
10.50,-75.50,-48.40,-0.23,-0.77,0.73,0
16.36,-74.04,-44.25,-0.24,-0.75,0.71,0
21.73,-72.39,-40.53,-0.25,-0.73,0.70,0
24.90,-70.25,-36.99,-0.27,-0.75,0.73,0
25.57,-65.80,-33.02,-0.29,-0.79,0.76,0
26.12,-61.16,-28.08,-0.32,-0.86,0.82,0
24.72,-55.97,-22.64,-0.35,-0.90,0.84,0
24.78,-52.06,-17.03,-0.38,-0.90,0.84,0
22.09,-47.97,-12.45,-0.39,-0.88,0.82,0
19.71,-43.40,-8.00,-0.40,-0.83,0.80,0
18.80,-38.88,-3.42,-0.41,-0.78,0.78,0
19.41,-34.18,0.49,-0.43,-0.74,0.75,0
21.55,-29.60,4.46,-0.43,-0.70,0.73,0
24.17,-25.39,9.03,-0.43,-0.67,0.71,0
27.40,-21.36,13.67,-0.43,-0.65,0.68,0
30.15,-18.01,18.31,-0.43,-0.63,0.65,0
32.84,-15.26,22.28,-0.44,-0.62,0.63,0
33.57,-12.27,26.00,-0.43,-0.61,0.62,0
32.78,-9.40,30.09,-0.44,-0.61,0.61,0
30.64,-7.32,34.18,-0.45,-0.60,0.62,0
27.04,-5.07,37.66,-0.47,-0.59,0.62,0
23.56,-2.81,40.04,-0.48,-0.58,0.61,0
20.69,-1.40,42.85,-0.50,-0.56,0.62,0
19.10,0.37,45.10,-0.54,-0.55,0.62,0
16.36,3.23,47.18,-0.57,-0.56,0.63,0
14.28,5.19,49.26,-0.61,-0.56,0.63,0
11.60,6.59,50.72,-0.64,-0.57,0.64,0
9.03,9.34,52.06,-0.65,-0.57,0.66,0
8.54,11.17,53.83,-0.70,-0.59,0.67,0
7.45,12.39,55.24,-0.73,-0.61,0.67,0
7.08,13.49,57.31,-0.76,-0.64,0.66,0
3.54,14.89,59.81,-0.77,-0.67,0.68,0
-1.65,15.63,62.01,-0.78,-0.70,0.70,0
-5.80,15.69,63.17,-0.81,-0.68,0.72,0
-7.93,15.08,63.78,-0.84,-0.65,0.74,0
-11.84,14.89,64.64,-0.87,-0.66,0.76,0
-16.97,16.48,66.04,-0.85,-0.70,0.80,0
