gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,eating
-4.39,20.20,40.59,1.24,0.13,-0.01,1
-3.97,23.80,36.50,1.24,0.12,-0.05,1
-6.35,28.14,29.72,1.24,0.15,-0.07,1
-8.18,32.29,22.95,1.23,0.15,-0.09,1
-9.77,36.01,17.33,1.22,0.15,-0.08,1
-10.86,39.25,13.43,1.20,0.16,-0.07,1
-10.31,41.81,11.47,1.17,0.19,-0.06,1
-7.32,42.60,9.70,1.14,0.21,-0.07,1
-1.10,44.68,8.61,1.15,0.18,-0.08,1
3.36,45.53,6.59,1.12,0.14,-0.11,1
4.33,43.33,2.87,1.08,0.15,-0.17,1
4.21,45.29,0.67,1.06,0.13,-0.20,1
4.82,47.36,-1.40,1.07,0.11,-0.20,1
5.25,45.84,-4.52,1.05,0.10,-0.21,1
5.55,41.32,-7.26,1.02,0.09,-0.23,1
4.88,36.93,-9.83,1.01,0.07,-0.26,1
2.20,32.29,-13.12,1.02,0.07,-0.27,1
-0.43,26.49,-18.37,1.01,0.10,-0.28,1
-0.49,20.26,-23.38,0.98,0.07,-0.27,1
-0.43,18.13,-24.60,0.94,0.05,-0.28,1
-3.30,20.81,-22.40,0.92,0.07,-0.26,1
-5.13,23.50,-17.70,0.92,0.07,-0.23,1
-4.94,25.76,-11.41,0.94,0.06,-0.18,1
-2.26,25.15,-7.02,0.96,0.07,-0.14,1
3.85,21.24,-5.00,0.97,0.08,-0.14,1
10.68,16.36,-2.08,0.97,0.08,-0.15,1
15.32,11.41,1.89,0.96,0.07,-0.17,1
17.70,6.35,5.74,0.99,0.07,-0.19,1
17.82,0.98,8.24,1.01,0.05,-0.21,1
