gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,eating
-1.28,11.90,2.93,0.98,-0.16,-0.23,0
-1.04,13.24,2.50,0.97,-0.16,-0.24,0
-2.14,15.69,2.38,0.97,-0.13,-0.23,0
-0.61,17.94,2.50,0.97,-0.15,-0.23,0
0.37,18.92,2.26,0.98,-0.17,-0.22,0
-0.37,18.74,1.53,0.97,-0.16,-0.22,0
-0.61,17.58,0.61,0.96,-0.15,-0.22,0
0.37,16.11,0.12,0.96,-0.15,-0.21,0
2.38,14.65,0.49,0.97,-0.17,-0.21,0
4.09,12.88,0.55,0.97,-0.18,-0.23,0
4.33,11.17,0.31,0.96,-0.18,-0.23,0
4.82,9.34,-0.31,0.95,-0.19,-0.24,0
5.25,7.32,-0.79,0.93,-0.18,-0.25,0
5.98,6.10,-0.73,0.94,-0.19,-0.25,0
5.62,4.94,0.31,0.92,-0.18,-0.25,0
5.37,3.97,1.77,0.92,-0.18,-0.26,0
5.74,3.91,2.56,0.91,-0.20,-0.26,0
4.88,4.33,2.01,0.92,-0.20,-0.26,0
3.78,4.46,1.71,0.92,-0.20,-0.27,0
3.72,4.58,2.14,0.92,-0.21,-0.27,0
3.30,4.27,3.36,0.90,-0.19,-0.27,0
3.42,5.19,3.54,0.91,-0.19,-0.28,0
4.03,6.84,3.91,0.92,-0.22,-0.28,0
3.17,7.20,3.97,0.93,-0.23,-0.29,0
0.31,6.04,3.23,0.93,-0.23,-0.31,0
-3.17,4.15,2.32,0.91,-0.20,-0.32,0
-4.82,3.23,2.38,0.90,-0.18,-0.31,0
-3.91,3.05,3.36,0.90,-0.19,-0.31,0
-3.66,3.48,3.11,0.90,-0.19,-0.30,0
-4.33,3.97,2.87,0.92,-0.19,-0.29,0
-5.00,3.85,6.35,0.92,-0.15,-0.28,0
-4.15,4.21,8.42,0.95,-0.14,-0.27,0
-2.20,2.56,8.85,0.98,-0.14,-0.27,0
-0.37,0.06,7.51,1.00,-0.12,-0.27,0
1.46,-3.30,5.49,1.00,-0.13,-0.26,0
2.69,-7.39,2.56,1.00,-0.14,-0.27,0
2.08,-10.56,0.06,0.99,-0.16,-0.28,0
-0.18,-12.21,-1.77,0.99,-0.17,-0.27,0
-3.78,-12.02,-2.93,0.97,-0.18,-0.27,0
-7.39,-10.38,-2.93,0.97,-0.19,-0.29,0
-11.41,-8.42,-4.09,0.98,-0.19,-0.30,0
-15.26,-8.18,-5.98,0.97,-0.19,-0.31,0
-18.37,-8.85,-7.69,0.95,-0.20,-0.34,0
-20.45,-9.46,-9.40,0.95,-0.21,-0.39,0
-21.91,-11.17,-10.62,0.94,-0.21,-0.43,0
-23.86,-17.09,-10.93,0.93,-0.22,-0.47,0
-26.37,-25.57,-10.07,0.90,-0.24,-0.50,0
-29.72,-31.62,-7.87,0.88,-0.26,-0.51,0
-33.26,-34.24,-5.07,0.90,-0.27,-0.50,0
-37.29,-36.38,-2.62,0.92,-0.28,-0.50,0
-40.77,-39.86,-1.59,0.95,-0.28,-0.53,0
-45.90,-45.29,-1.89,1.00,-0.26,-0.59,0
-54.99,-53.96,-5.86,1.08,-0.26,-0.66,0
-69.03,-68.12,-15.20,1.20,-0.22,-0.73,0
-87.89,-90.94,-32.41,1.33,-0.16,-0.77,0
-110.11,-123.78,-60.30,1.37,-0.12,-0.75,0
-133.24,-159.97,-92.04,1.23,-0.14,-0.67,0
-155.27,-184.94,-114.38,1.06,-0.17,-0.55,0
-174.93,-187.19,-122.07,0.96,-0.19,-0.36,0
-187.01,-174.01,-118.65,0.93,-0.09,-0.17,0
-186.77,-158.87,-109.56,1.01,-0.03,0.04,0
-176.03,-153.81,-103.27,1.17,0.02,0.22,0
-162.05,-168.03,-104.61,1.21,0.14,0.36,0
-146.36,-193.73,-103.15,1.17,0.38,0.46,0
-127.32,-208.07,-86.24,1.22,0.50,0.60,0
-106.93,-202.39,-65.25,1.37,0.54,0.83,0
-85.39,-181.03,-56.76,1.52,0.63,1.10,0
-59.08,-150.63,-62.74,1.62,0.64,1.32,0
-33.08,-116.58,-82.95,1.61,0.59,1.49,0
-10.19,-84.96,-113.95,1.47,0.52,1.58,0
10.25,-56.70,-144.29,1.28,0.50,1.65,0
33.33,-34.42,-162.66,1.09,0.46,1.69,0
60.55,-20.69,-167.11,0.89,0.42,1.69,0
92.16,-16.30,-162.60,0.70,0.38,1.61,0
126.10,-16.54,-151.00,0.51,0.29,1.46,0
158.02,-15.69,-137.45,0.35,0.18,1.28,0
183.41,-11.17,-123.54,0.20,0.08,1.09,0
201.42,-2.81,-110.23,0.10,-0.01,0.95,0
215.58,4.94,-97.96,0.04,-0.05,0.83,0
228.70,6.16,-85.94,-0.05,-0.07,0.71,0
244.51,5.00,-72.39,-0.14,-0.16,0.58,0
259.95,7.81,-59.94,-0.21,-0.31,0.44,0
269.90,15.14,-49.13,-0.31,-0.44,0.25,0
275.51,29.11,-39.12,-0.43,-0.61,-0.01,0
276.73,55.60,-30.21,-0.57,-0.80,-0.26,0
268.25,89.48,-20.32,-0.69,-0.93,-0.52,0
252.56,123.84,-6.04,-0.78,-1.02,-0.77,0
234.86,157.23,16.66,-0.81,-1.15,-1.01,0
222.35,189.03,45.10,-0.81,-1.31,-1.18,0
215.45,211.73,75.20,-0.77,-1.33,-1.32,0
208.68,213.13,109.80,-0.64,-1.29,-1.52,0
203.19,189.94,144.78,-0.49,-1.22,-1.79,0
193.42,141.97,171.02,-0.34,-1.11,-2.02,0
173.34,80.75,187.26,-0.19,-1.07,-2.23,0
138.24,22.71,198.24,-0.11,-1.00,-2.37,0
94.18,-13.67,210.08,-0.02,-0.86,-2.37,0
50.35,-28.56,222.78,0.13,-0.74,-2.21,0
13.37,-33.94,231.20,0.31,-0.63,-1.98,0
-13.98,-40.22,231.63,0.51,-0.49,-1.71,0
-35.03,-52.80,224.49,0.66,-0.36,-1.46,0
-50.72,-67.63,213.81,0.75,-0.18,-1.23,0
-62.38,-76.66,206.67,0.82,-0.02,-1.06,0
-74.58,-74.89,203.92,0.92,0.11,-0.86,0
-84.96,-65.98,201.23,1.03,0.22,-0.68,0
-89.29,-56.52,193.48,1.12,0.29,-0.51,0
-87.59,-51.82,178.16,1.33,0.43,-0.28,0
-83.92,-62.93,161.62,1.24,0.30,-0.25,0
-84.17,-73.06,130.98,1.25,0.32,-0.21,0
-95.95,-75.81,102.72,1.23,0.57,-0.06,0
-103.27,-74.77,93.08,1.21,0.56,0.00,0
-108.83,-63.48,85.57,1.36,0.66,0.21,0
-104.80,-56.03,83.62,1.43,0.64,0.34,0
-94.18,-49.74,75.87,1.48,0.58,0.38,0
-84.47,-39.79,62.93,1.55,0.51,0.42,0
-75.99,-32.23,46.51,1.56,0.44,0.43,0
-70.25,-26.49,30.52,1.55,0.36,0.44,0
-64.45,-21.85,16.66,1.52,0.28,0.44,0
-58.17,-19.96,5.00,1.48,0.21,0.42,0
-52.19,-21.06,-3.78,1.44,0.14,0.38,0
-47.91,-23.32,-10.31,1.38,0.10,0.34,0
-44.37,-23.68,-15.63,1.31,0.10,0.30,0
-40.34,-22.16,-18.01,1.26,0.10,0.29,0
-34.67,-21.91,-19.59,1.19,0.07,0.26,0
-29.42,-22.64,-24.05,1.14,0.07,0.23,0
-25.09,-23.93,-28.02,1.09,0.09,0.19,0
-21.55,-22.95,-30.15,1.05,0.09,0.14,0
-17.88,-17.70,-31.31,1.04,0.05,0.10,0
-15.69,-11.11,-33.87,1.04,0.00,0.06,0
-15.56,-6.59,-37.48,1.02,-0.05,0.04,0
-16.48,-4.82,-40.77,1.01,-0.09,0.02,0
-17.58,-4.09,-42.54,1.00,-0.12,0.01,0
-17.21,-1.89,-42.11,1.00,-0.14,0.00,0
-15.69,1.53,-40.65,1.02,-0.15,-0.00,0
-12.57,3.60,-39.43,1.04,-0.15,-0.02,0
-9.70,3.60,-37.96,1.07,-0.14,-0.02,0
-7.26,1.04,-36.93,1.09,-0.15,-0.03,0
-5.19,-3.23,-38.21,1.10,-0.13,-0.03,0
-3.48,-6.90,-40.16,1.10,-0.13,-0.03,0
-1.83,-9.28,-43.82,1.08,-0.15,-0.04,0
-0.37,-10.25,-48.03,1.05,-0.16,-0.05,0
-0.31,-10.19,-51.27,1.04,-0.16,-0.06,0
-1.04,-10.38,-53.34,1.03,-0.19,-0.07,0
-1.65,-11.29,-56.64,1.01,-0.22,-0.08,0
-2.62,-12.63,-60.18,0.98,-0.22,-0.11,0
-4.52,-12.63,-61.40,0.97,-0.22,-0.14,0
-6.47,-10.86,-61.52,1.00,-0.25,-0.16,0
-8.00,-12.63,-63.54,1.03,-0.28,-0.18,0
-8.54,-19.71,-68.66,1.01,-0.32,-0.20,0
-11.60,-28.99,-74.10,0.97,-0.34,-0.22,0
-15.87,-35.03,-76.84,0.93,-0.37,-0.23,0
-19.71,-36.74,-77.76,0.93,-0.38,-0.23,0
-23.80,-37.35,-78.00,0.93,-0.37,-0.20,0
-26.92,-39.43,-77.45,0.92,-0.36,-0.19,0
-29.05,-41.56,-77.64,0.94,-0.35,-0.17,0
-31.62,-44.86,-79.59,0.99,-0.34,-0.14,0
-33.45,-52.31,-85.75,1.02,-0.35,-0.11,0
-34.42,-65.12,-97.05,1.01,-0.38,-0.11,0
-36.62,-78.86,-110.47,0.92,-0.40,-0.14,0
-41.50,-86.36,-119.26,0.80,-0.43,-0.15,0
-48.40,-83.62,-119.63,0.70,-0.50,-0.12,0
-56.09,-71.47,-116.33,0.66,-0.57,-0.07,0
-62.19,-54.75,-111.33,0.65,-0.60,-0.00,0
-65.92,-39.12,-105.29,0.65,-0.62,0.06,0
-67.93,-29.66,-99.00,0.65,-0.62,0.13,0
-66.47,-27.34,-94.36,0.64,-0.63,0.19,0
-62.81,-30.52,-91.00,0.61,-0.65,0.24,0
-57.98,-37.78,-89.05,0.57,-0.66,0.29,0
-52.61,-47.36,-87.95,0.52,-0.67,0.33,0
-47.49,-56.88,-87.52,0.47,-0.69,0.36,0
-43.27,-64.21,-87.71,0.40,-0.71,0.38,0
-40.04,-67.38,-86.79,0.28,-0.71,0.44,0
-34.85,-64.82,-80.81,0.14,-0.70,0.51,0
-23.32,-52.67,-67.02,0.06,-0.77,0.57,0
-11.29,-33.39,-48.28,0.02,-0.82,0.63,0
-1.59,-13.37,-27.71,0.01,-0.82,0.67,0
7.45,2.62,-6.65,-0.00,-0.80,0.70,0
17.15,14.83,13.61,0.01,-0.80,0.71,0
27.59,23.99,32.23,0.02,-0.79,0.72,0
38.39,30.27,48.58,0.03,-0.79,0.68,0
48.65,36.87,63.72,0.02,-0.79,0.60,0
57.07,48.83,78.67,0.02,-0.81,0.50,0
63.48,68.54,93.75,0.03,-0.83,0.40,0
67.08,93.81,107.97,0.06,-0.80,0.31,0
70.13,120.36,122.25,0.09,-0.77,0.23,0
73.61,145.87,137.39,0.13,-0.73,0.14,0
76.90,169.13,154.36,0.16,-0.65,0.06,0
81.05,189.76,174.80,0.23,-0.59,0.01,0
86.12,204.47,198.24,0.31,-0.50,-0.02,0
94.24,210.14,222.41,0.40,-0.34,-0.06,0
109.44,206.42,246.40,0.53,-0.21,-0.11,0
128.54,195.62,267.76,0.73,-0.05,-0.20,0
144.71,176.27,281.62,1.01,0.11,-0.34,0
152.04,144.23,278.69,1.39,0.28,-0.52,0
146.73,97.84,251.89,1.85,0.55,-0.69,0
134.70,46.14,212.34,2.03,0.64,-0.80,0
98.69,-8.91,157.47,2.30,0.98,-0.90,0
55.05,-50.78,101.56,2.48,1.23,-0.82,0
10.19,-71.53,57.50,2.68,1.34,-0.71,0
-25.51,-74.28,11.41,2.80,1.26,-0.55,0
-43.09,-59.33,-42.11,2.76,1.04,-0.36,0
-45.53,-37.66,-99.49,2.58,0.84,-0.25,0
-41.50,-18.62,-146.61,2.32,0.76,-0.21,0
-36.38,-9.46,-175.90,2.05,0.63,-0.20,0
-31.01,-12.70,-197.08,1.75,0.48,-0.21,0
-27.47,-24.11,-217.10,1.41,0.36,-0.22,0
-26.49,-36.56,-232.91,1.07,0.25,-0.22,0
-26.79,-46.39,-243.10,0.74,0.13,-0.20,0
-28.26,-53.22,-246.52,0.44,-0.01,-0.17,0
-32.41,-55.97,-242.00,0.18,-0.15,-0.14,0
-37.54,-52.98,-231.08,-0.04,-0.33,-0.06,0
-40.04,-44.62,-216.37,-0.17,-0.60,0.02,0
-40.47,-30.88,-200.26,-0.27,-0.89,0.08,0
-38.70,-13.49,-183.41,-0.37,-1.17,0.08,0
-35.46,3.78,-168.09,-0.50,-1.42,0.07,0
-31.86,16.66,-151.43,-0.64,-1.59,0.04,0
-32.47,23.50,-129.33,-0.86,-1.94,-0.08,0
-37.41,31.86,-109.80,-1.06,-2.18,-0.23,0
-52.67,48.52,-85.88,-1.31,-2.18,-0.27,0
-70.98,61.83,-49.93,-1.49,-2.13,-0.25,0
-84.72,69.40,-3.85,-1.55,-2.03,-0.21,0
-91.61,79.65,49.01,-1.55,-1.80,-0.15,0
-88.62,93.63,104.00,-1.46,-1.53,-0.09,0
-75.38,104.19,156.62,-1.28,-1.29,-0.03,0
-55.97,104.55,203.49,-1.05,-0.99,0.02,0
-28.93,90.45,245.48,-0.85,-0.69,0.02,0
1.28,65.19,286.56,-0.60,-0.35,-0.01,0
33.02,34.67,330.38,-0.26,0.04,-0.02,0
65.92,-0.61,375.12,0.20,0.54,-0.02,0
93.57,-39.12,420.29,0.90,1.35,-0.03,0
108.52,-76.72,459.17,1.66,1.88,-0.30,0
113.89,-86.18,451.84,2.64,2.03,-0.30,0
64.76,-73.43,373.54,3.41,2.18,-0.36,0
-5.31,-29.97,233.70,3.88,2.37,-0.11,0
-75.56,32.84,91.13,3.96,2.64,0.18,0
-104.13,89.78,-7.45,3.97,2.51,0.53,0
-89.90,108.76,-64.88,3.90,2.12,0.74,0
-36.93,92.65,-103.88,3.64,1.54,0.67,0
25.63,63.35,-140.44,3.14,1.10,0.33,0
64.21,39.31,-167.97,2.54,0.91,-0.04,0
72.20,28.44,-183.96,2.01,0.86,-0.30,0
62.68,25.94,-195.37,1.60,0.82,-0.43,0
48.95,23.01,-206.79,1.24,0.72,-0.48,0
38.57,13.43,-221.92,0.88,0.58,-0.50,0
29.66,-1.53,-237.30,0.49,0.44,-0.50,0
22.58,-18.43,-246.40,0.14,0.26,-0.48,0
18.19,-35.46,-245.54,-0.14,-0.01,-0.41,0
15.93,-50.17,-239.32,-0.32,-0.33,-0.32,0
16.97,-60.42,-229.68,-0.51,-0.74,-0.23,0
23.38,-59.94,-216.55,-0.69,-1.11,-0.22,0
29.30,-49.99,-195.86,-0.87,-1.58,-0.24,0
32.78,-35.77,-172.24,-1.09,-2.08,-0.30,0
29.72,-21.48,-145.87,-1.36,-2.44,-0.35,0
18.07,-10.80,-108.40,-1.59,-2.60,-0.39,0
3.54,-7.02,-55.11,-1.72,-2.67,-0.38,0
-6.96,-8.30,2.20,-1.75,-2.60,-0.36,0
-11.17,-10.86,55.11,-1.74,-2.40,-0.36,0
-10.86,-10.44,106.08,-1.65,-2.13,-0.35,0
-11.05,-9.77,156.01,-1.49,-1.82,-0.34,0
-12.70,-10.56,202.21,-1.30,-1.51,-0.33,0
-15.14,-11.72,239.93,-1.09,-1.19,-0.31,0
-18.07,-11.84,271.55,-0.86,-0.83,-0.29,0
-22.77,-9.70,302.67,-0.58,-0.39,-0.26,0
-30.27,-4.39,333.07,-0.22,0.16,-0.18,0
-41.32,7.81,363.95,0.27,0.94,-0.06,0
-56.88,30.82,397.09,1.06,1.87,-0.07,0
-65.67,69.40,411.93,2.12,2.51,-0.04,0
-60.55,108.46,364.26,3.23,2.65,0.09,0
-55.54,121.70,251.34,3.94,2.66,0.31,0
-60.49,79.90,114.50,3.93,2.73,0.38,0
-52.61,34.67,9.46,3.69,2.63,0.32,0
-32.78,15.44,-36.56,3.49,2.21,0.27,0
-2.56,20.57,-65.73,3.39,1.69,0.15,0
28.56,36.44,-93.99,3.08,1.21,-0.06,0
46.69,43.27,-127.44,2.70,0.96,-0.35,0
47.24,40.65,-157.90,2.20,0.83,-0.58,0
31.80,30.58,-179.99,1.75,0.75,-0.73,0
11.90,17.94,-196.53,1.36,0.63,-0.78,0
-6.23,7.39,-210.02,1.00,0.48,-0.79,0
-21.12,-0.43,-222.23,0.65,0.35,-0.77,0
-34.30,-6.96,-229.61,0.35,0.18,-0.69,0
-44.80,-14.53,-229.55,0.12,-0.02,-0.55,0
-50.17,-25.76,-223.57,-0.03,-0.20,-0.38,0
-45.84,-37.29,-210.45,-0.12,-0.41,-0.21,0
-32.23,-47.12,-193.05,-0.17,-0.65,-0.09,0
-14.34,-53.53,-173.58,-0.21,-0.86,-0.02,0
2.14,-55.60,-150.21,-0.21,-1.10,0.00,0
16.17,-53.53,-125.85,-0.24,-1.33,0.00,0
24.72,-49.19,-102.66,-0.25,-1.48,-0.01,0
28.26,-45.35,-78.86,-0.25,-1.57,-0.01,0
28.14,-43.82,-55.42,-0.26,-1.61,-0.02,0
26.00,-42.05,-34.79,-0.26,-1.59,-0.03,0
21.79,-39.61,-17.09,-0.25,-1.55,-0.03,0
14.65,-35.71,-1.65,-0.24,-1.48,-0.03,0
4.39,-29.72,13.18,-0.21,-1.40,-0.04,0
-6.84,-19.90,27.77,-0.16,-1.31,-0.05,0
-17.76,-6.59,41.50,-0.11,-1.20,-0.05,0
-26.37,8.97,56.09,-0.03,-1.09,-0.07,0
-31.92,24.96,71.96,0.07,-0.99,-0.09,0
-34.42,38.39,87.46,0.19,-0.90,-0.11,0
-34.06,47.36,101.44,0.33,-0.79,-0.12,0
-30.52,50.05,113.22,0.44,-0.67,-0.14,0
-23.56,46.69,122.56,0.55,-0.57,-0.17,0
-14.53,39.98,129.94,0.67,-0.48,-0.19,0
-6.35,28.93,134.83,0.79,-0.35,-0.20,0
3.60,15.14,137.33,0.91,-0.24,-0.22,0
13.24,0.12,137.76,1.06,-0.14,-0.23,0
19.47,-16.36,134.46,1.23,-0.07,-0.20,0
23.38,-36.68,125.55,1.34,0.04,-0.19,0
23.50,-56.76,116.21,1.43,0.19,-0.17,0
19.17,-71.29,106.57,1.53,0.26,-0.14,0
11.90,-77.27,90.64,1.60,0.32,-0.14,0
1.83,-72.45,71.17,1.64,0.48,-0.15,0
-12.82,-56.58,54.44,1.75,0.60,-0.14,0
-30.15,-36.62,33.26,1.91,0.66,-0.07,0
-46.39,-22.16,2.50,2.07,0.75,-0.01,0
-58.11,-19.59,-34.48,2.11,0.77,0.04,0
-64.82,-23.99,-73.85,2.08,0.69,0.10,0
-68.97,-31.07,-109.62,1.94,0.56,0.16,0
-68.30,-37.96,-139.71,1.70,0.41,0.19,0
-63.60,-40.95,-161.13,1.43,0.25,0.23,0
-55.79,-40.89,-173.46,1.18,0.09,0.27,0
-46.39,-40.16,-177.61,0.90,-0.08,0.32,0
-34.12,-38.33,-175.48,0.64,-0.27,0.35,0
-19.10,-33.63,-167.79,0.39,-0.47,0.35,0
-5.37,-26.12,-154.24,0.15,-0.67,0.33,0
7.26,-18.01,-138.00,-0.08,-0.95,0.29,0
18.55,-9.52,-122.25,-0.34,-1.24,0.21,0
23.44,2.01,-104.80,-0.62,-1.59,0.09,0
18.25,21.00,-87.40,-0.88,-1.95,0.02,0
5.98,42.60,-67.81,-1.13,-2.19,0.03,0
-6.10,54.69,-39.73,-1.33,-2.18,0.08,0
-14.28,51.82,7.14,-1.45,-2.04,0.20,0
-11.72,40.22,69.27,-1.52,-1.83,0.26,0
-0.31,33.75,136.60,-1.42,-1.60,0.32,0
22.52,35.83,197.39,-1.25,-1.37,0.31,0
48.52,42.85,248.17,-1.01,-1.11,0.26,0
70.92,46.69,291.63,-0.74,-0.76,0.20,0
90.45,37.72,330.81,-0.43,-0.26,0.12,0
107.60,16.48,369.08,-0.01,0.37,0.03,0
117.31,-9.52,404.54,0.57,1.15,-0.06,0
105.83,-26.55,429.02,1.43,2.02,-0.23,0
75.81,-12.21,420.78,2.44,2.38,-0.34,0
31.86,37.41,338.26,3.31,2.46,-0.29,0
-26.18,95.89,195.13,3.72,2.72,-0.08,0
-68.85,128.48,61.52,3.73,2.91,0.16,0
-65.19,125.43,-14.47,3.67,2.64,0.32,0
-14.53,98.27,-49.50,3.56,2.18,0.27,0
50.60,62.99,-72.45,3.40,1.67,-0.00,0
103.45,32.78,-96.86,3.06,1.23,-0.44,0
119.87,15.01,-125.00,2.62,1.02,-0.86,0
98.14,11.35,-150.63,2.20,0.94,-1.07,0
58.72,14.59,-175.05,1.84,0.91,-1.06,0
23.80,14.16,-201.05,1.50,0.83,-0.94,0
2.20,2.01,-226.56,1.11,0.75,-0.82,0
-9.34,-19.04,-244.63,0.71,0.66,-0.66,0
-10.80,-44.98,-250.55,0.36,0.50,-0.50,0
-0.98,-72.14,-246.52,0.07,0.29,-0.36,0
17.09,-92.47,-235.84,-0.16,0.02,-0.24,0
39.73,-103.70,-219.97,-0.35,-0.31,-0.16,0
60.67,-107.30,-202.82,-0.50,-0.69,-0.10,0
78.98,-104.25,-183.53,-0.63,-1.09,-0.11,0
90.64,-96.56,-161.99,-0.82,-1.67,-0.25,0
86.24,-81.18,-142.27,-0.98,-2.23,-0.46,0
59.51,-56.40,-119.81,-1.18,-2.66,-0.62,0
20.87,-28.14,-93.75,-1.41,-2.90,-0.69,0
-18.25,-10.13,-62.26,-1.56,-3.00,-0.66,0
-52.55,-7.87,-22.03,-1.66,-2.88,-0.56,0
-78.92,-14.89,27.83,-1.72,-2.59,-0.40,0
-90.88,-21.61,82.34,-1.65,-2.22,-0.17,0
-85.21,-27.10,135.38,-1.49,-1.86,0.02,0
-68.24,-35.28,184.63,-1.35,-1.49,0.10,0
-49.44,-41.44,228.52,-1.21,-1.17,0.11,0
-35.16,-41.99,266.11,-1.04,-0.84,0.10,0
-27.83,-37.72,298.65,-0.85,-0.48,0.09,0
-27.10,-29.42,328.80,-0.62,0.06,0.13,0
-31.25,-17.52,363.53,-0.26,0.71,0.28,0
-34.18,-6.96,393.74,0.33,1.23,0.44,0
-33.57,1.71,399.54,1.08,1.80,0.64,0
-25.63,4.58,371.95,1.79,2.24,0.84,0
-2.26,-10.62,306.03,2.24,2.46,0.93,0
24.23,-44.13,224.55,2.40,2.70,0.92,0
43.15,-74.95,165.71,2.47,2.68,0.90,0
57.68,-76.66,129.88,2.63,2.43,0.92,0
64.21,-50.72,98.94,2.81,2.23,0.97,0
59.69,-7.75,63.96,2.95,2.04,1.04,0
57.01,42.42,22.16,2.97,1.85,1.03,0
58.35,83.86,-18.80,2.90,1.56,0.97,0
61.52,107.36,-59.33,2.73,1.24,0.86,0
65.12,116.33,-98.75,2.44,1.03,0.73,0
69.15,115.84,-128.78,2.04,0.96,0.58,0
74.40,111.88,-145.57,1.65,0.93,0.44,0
83.01,108.09,-154.24,1.32,0.85,0.34,0
95.03,103.70,-160.10,1.03,0.76,0.19,0
111.69,99.91,-161.74,0.77,0.63,0.03,0
126.83,95.15,-158.39,0.52,0.48,-0.14,0
137.45,89.29,-149.05,0.31,0.32,-0.25,0
146.18,83.98,-132.87,0.14,0.15,-0.29,0
158.02,80.44,-110.17,-0.00,-0.01,-0.29,0
177.25,78.74,-78.25,-0.11,-0.15,-0.41,0
197.33,82.70,-37.90,-0.20,-0.43,-0.71,0
207.46,105.59,0.49,-0.21,-0.56,-0.92,0
202.09,132.93,39.37,-0.18,-0.59,-1.15,0
195.62,157.90,77.03,-0.13,-0.72,-1.37,0
179.93,179.57,102.84,-0.01,-0.65,-1.49,0
166.44,183.78,124.21,0.07,-0.61,-1.58,0
156.86,169.01,139.71,0.18,-0.55,-1.70,0
148.38,137.39,147.40,0.32,-0.51,-1.76,0
140.75,91.86,146.91,0.48,-0.49,-1.84,0
130.19,36.44,136.66,0.68,-0.45,-1.98,0
