gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,eating
-65.61,-26.31,20.02,0.95,-0.37,0.01,0
-69.21,-28.38,11.96,0.95,-0.30,0.04,0
-48.58,-25.02,-2.08,0.92,-0.35,0.10,0
-42.60,-18.07,-16.72,0.92,-0.26,0.06,0
-40.22,-10.50,-27.89,0.91,-0.27,0.04,0
-31.25,-6.29,-33.75,0.96,-0.32,0.05,0
-32.35,-4.15,-33.33,0.96,-0.33,0.03,0
-32.65,-4.52,-31.92,0.96,-0.35,0.03,0
-38.27,-7.02,-30.64,0.94,-0.38,-0.01,0
-44.43,-8.91,-29.05,0.93,-0.39,0.04,0
-49.62,-9.40,-26.92,0.93,-0.40,0.04,0
-52.06,-12.39,-26.73,0.91,-0.47,0.07,0
-73.36,-15.93,-20.57,0.88,-0.58,0.05,0
-95.83,-15.75,-13.79,0.86,-0.53,0.11,0
-120.54,-10.74,-4.21,0.85,-0.51,0.19,0
-139.22,-4.09,4.88,0.86,-0.34,0.24,0
-132.08,5.43,1.77,0.89,-0.17,0.25,0
-90.76,13.98,-11.23,0.97,-0.20,0.14,0
-55.05,15.20,-19.41,0.94,-0.43,0.10,0
-57.13,19.04,-8.06,0.92,-0.36,-0.01,0
-59.81,17.27,2.32,0.90,-0.36,0.07,0
-67.20,14.89,6.10,0.94,-0.29,0.03,0
-65.25,8.54,5.80,0.92,-0.28,0.04,0
-54.02,2.81,2.75,0.94,-0.30,0.10,0
-41.63,3.23,1.71,0.89,-0.27,0.14,0
-36.74,8.18,0.12,0.90,-0.27,0.18,0
-27.34,17.52,-4.39,0.95,-0.26,0.24,0
-22.77,35.46,-6.53,0.87,-0.27,0.18,0
-7.81,51.88,-8.48,0.91,-0.62,0.20,0
20.02,61.52,3.11,0.77,-0.54,0.10,0
-7.20,67.14,18.13,0.90,-0.40,0.07,0
-34.30,71.17,20.14,0.99,-0.41,0.10,0
-44.25,70.43,21.79,1.01,-0.30,-0.01,0
-61.04,60.85,16.60,1.05,-0.28,-0.10,0
-68.48,44.37,10.62,1.06,-0.24,-0.14,0
-69.09,21.12,6.77,1.01,-0.40,-0.05,0
-78.06,6.10,9.77,0.97,-0.37,0.03,0
-107.54,0.24,12.70,0.94,-0.41,0.03,0
-138.31,-1.04,15.93,0.91,-0.27,0.05,0
-149.96,-1.10,14.89,0.90,-0.22,0.06,0
-142.64,-1.04,11.47,0.88,-0.32,0.10,0
-136.11,2.56,11.90,0.89,-0.18,0.11,0
-134.03,9.46,10.25,0.89,-0.10,0.15,0
-113.53,14.59,-9.95,0.88,0.05,0.14,0
-79.96,16.60,-40.04,0.88,-0.31,0.17,0
-68.05,23.93,-43.15,0.88,-0.60,0.13,0
-68.91,32.59,-24.41,0.89,-0.72,0.01,0
-79.04,31.01,5.43,0.90,-0.41,-0.03,0
-114.93,23.19,15.93,0.91,-0.33,0.17,0
-96.31,19.65,14.47,0.90,-0.35,-0.05,0
-89.72,8.48,17.27,0.93,-0.31,-0.05,0
-90.52,-4.82,15.26,0.94,-0.11,-0.04,0
-96.01,-17.15,-1.83,0.97,-0.14,0.03,0
-100.46,-28.20,-19.23,0.93,-0.33,0.06,0
-81.79,-38.02,-20.26,0.92,-0.51,0.17,0
-70.37,-39.61,-3.54,0.92,-0.53,0.18,0
-64.21,-36.56,18.55,0.92,-0.57,0.25,0
-71.17,-27.34,43.70,0.92,-0.37,0.23,0
-93.32,-18.62,57.43,0.93,-0.11,0.14,0
-91.43,-14.28,54.26,0.92,-0.27,0.23,0
-59.51,-4.70,53.34,0.91,-0.25,0.21,0
-38.88,4.39,55.54,0.91,-0.24,0.20,0
-38.27,9.77,53.28,0.89,-0.20,0.20,0
-33.94,18.55,50.23,0.92,-0.18,0.17,0
-25.33,26.79,48.77,0.92,-0.17,0.14,0
-24.90,36.13,50.96,0.87,-0.26,0.19,0
-31.37,47.49,58.72,0.85,-0.21,0.12,0
-33.57,53.59,60.85,0.86,-0.15,0.10,0
-26.61,56.52,55.91,0.91,-0.15,0.19,0
-20.57,58.65,51.57,0.94,-0.28,0.22,0
-23.32,53.65,51.64,0.96,-0.31,0.29,0
-25.76,47.97,49.87,0.99,-0.30,0.31,0
-19.53,44.98,44.49,1.09,-0.13,0.36,0
19.90,44.07,28.50,1.09,-0.05,0.24,0
47.91,41.99,8.42,1.03,-0.07,0.19,0
66.71,42.79,-7.02,1.01,-0.12,0.12,0
67.81,42.18,-16.05,1.00,-0.18,0.04,0
55.36,37.66,-18.43,1.02,-0.15,0.09,0
58.59,31.19,-18.49,0.99,-0.15,0.08,0
60.18,25.57,-17.94,1.04,-0.18,0.08,0
42.91,20.51,-10.01,1.03,-0.24,0.09,0
14.77,18.07,4.46,1.02,-0.27,0.10,0
-19.35,15.08,9.03,0.98,-0.32,0.07,0
-57.80,10.38,-2.32,0.98,-0.10,0.01,0
-84.35,3.17,-13.92,1.00,-0.09,0.03,0
-99.98,-4.70,-27.04,0.99,-0.07,0.04,0
-104.61,-8.54,-39.06,0.97,-0.04,0.01,0
-83.98,-11.84,-49.13,0.98,-0.06,-0.04,0
-28.56,-15.32,-56.15,1.02,-0.27,0.16,0
-5.62,-12.21,-49.68,0.99,-0.32,0.18,0
7.32,-5.25,-37.29,0.97,-0.23,0.08,0
15.01,-0.61,-28.93,0.95,-0.23,0.01,0
25.21,0.92,-24.78,0.93,-0.25,-0.04,0
38.82,1.71,-20.26,0.93,-0.24,-0.10,0
57.19,1.04,-14.47,0.93,-0.24,-0.00,0
66.10,-0.12,-9.28,0.95,-0.26,0.11,0
65.37,-0.24,-7.14,0.93,-0.26,0.13,0
66.35,-1.53,-8.79,0.90,-0.25,0.13,0
71.78,0.61,-10.86,0.89,-0.28,0.17,0
70.37,8.61,-10.25,0.89,-0.33,0.18,0
62.26,18.68,-8.91,0.89,-0.37,0.18,0
50.66,27.16,-8.24,0.90,-0.39,0.14,0
35.95,33.39,-6.77,0.92,-0.44,0.07,0
21.24,34.55,-5.55,0.91,-0.43,0.02,0
10.93,33.39,-6.71,0.95,-0.36,0.00,0
6.71,31.13,-1.83,0.98,-0.29,-0.04,0
12.94,27.83,7.14,0.96,-0.25,-0.00,0
22.64,21.79,5.55,0.99,-0.28,-0.03,0
30.82,16.78,1.59,1.00,-0.30,-0.02,0
33.08,13.31,-2.26,0.97,-0.27,0.05,0
25.33,10.13,-3.72,1.00,-0.26,0.01,0
28.44,6.16,0.37,1.03,-0.27,-0.01,0
32.23,-0.79,3.17,1.02,-0.27,-0.01,0
31.43,-5.13,5.92,0.99,-0.26,-0.10,0
33.63,-0.43,0.79,0.98,-0.31,-0.12,0
29.85,6.59,-7.14,1.00,-0.37,-0.13,0
21.24,10.62,-11.41,1.05,-0.36,-0.12,0
10.56,13.31,-11.17,1.07,-0.33,-0.12,0
5.98,11.17,-9.46,1.09,-0.31,-0.08,0
1.34,5.55,-7.75,1.08,-0.32,-0.09,0
-0.43,-2.26,-5.98,1.07,-0.33,-0.11,0
-2.14,-6.96,-4.39,1.03,-0.31,-0.15,0
-1.53,-8.12,-4.58,1.03,-0.33,-0.15,0
-1.53,-6.41,-6.29,1.04,-0.33,-0.15,0
-2.32,-4.27,-9.83,1.04,-0.32,-0.16,0
-1.53,-1.65,-13.18,1.04,-0.31,-0.19,0
0.49,3.36,-16.78,1.03,-0.33,-0.22,0
2.08,10.19,-20.81,1.07,-0.37,-0.20,0
-1.22,13.85,-23.86,1.11,-0.39,-0.19,0
-7.75,10.50,-24.29,1.12,-0.39,-0.23,0
-13.92,2.81,-23.74,1.09,-0.41,-0.26,0
-19.96,-4.58,-23.93,1.05,-0.42,-0.29,0
-27.65,-7.93,-23.50,1.02,-0.44,-0.26,0
-37.66,-8.18,-23.25,0.99,-0.44,-0.23,0
-48.89,-5.43,-24.60,0.96,-0.43,-0.21,0
-59.51,-0.37,-26.49,0.93,-0.40,-0.18,0
-66.89,3.91,-26.98,0.89,-0.38,-0.16,0
-71.04,8.73,-25.70,0.85,-0.38,-0.15,0
-74.46,16.72,-23.32,0.81,-0.36,-0.12,0
-76.29,26.37,-20.26,0.76,-0.36,-0.10,0
-78.49,39.37,-16.48,0.69,-0.40,-0.14,0
-84.90,60.00,-13.24,0.66,-0.44,-0.14,0
-98.08,86.55,-12.51,0.68,-0.46,-0.10,0
-114.44,114.14,-15.50,0.69,-0.43,-0.09,0
-127.26,139.04,-21.06,0.82,-0.29,-0.01,0
-121.03,148.38,-20.32,0.89,-0.11,0.12,0
-90.76,130.80,-0.85,0.86,-0.07,0.14,0
-44.92,99.43,31.19,0.81,-0.13,0.10,0
-1.95,70.74,62.50,0.76,-0.21,0.04,0
24.66,54.38,88.68,0.69,-0.30,-0.03,0
31.25,55.66,108.95,0.64,-0.38,-0.08,0
22.22,73.43,119.57,0.64,-0.40,-0.11,0
4.82,100.77,117.43,0.66,-0.40,-0.14,0
-17.09,131.59,103.45,0.68,-0.39,-0.18,0
-43.09,164.31,79.77,0.72,-0.40,-0.23,0
-72.94,196.04,50.54,0.75,-0.40,-0.27,0
-103.45,222.53,20.02,0.76,-0.36,-0.31,0
-127.56,241.39,-6.29,0.82,-0.24,-0.29,0
-136.54,249.45,-23.07,0.84,-0.14,-0.23,0
-128.78,243.53,-25.33,0.79,-0.08,-0.21,0
-104.80,230.29,-15.63,0.83,-0.01,-0.16,0
-66.04,213.44,1.65,0.90,0.11,-0.05,0
-11.66,185.85,25.94,0.91,0.19,0.03,0
53.53,147.71,54.26,0.90,0.21,0.00,0
120.73,111.21,78.67,0.87,0.19,-0.09,0
182.07,85.45,89.60,0.83,0.17,-0.18,0
229.37,73.36,88.07,0.82,0.14,-0.25,0
259.70,72.69,76.66,0.81,0.11,-0.30,0
273.56,80.99,55.73,0.77,0.09,-0.36,0
272.52,92.77,35.03,0.71,0.08,-0.43,0
263.98,105.65,23.19,0.70,0.08,-0.53,0
250.00,115.17,15.87,0.74,0.12,-0.55,0
239.44,115.66,9.64,0.76,0.19,-0.56,0
239.56,108.70,4.94,0.77,0.22,-0.56,0
245.42,97.53,3.97,0.79,0.19,-0.59,0
251.16,83.62,4.09,0.79,0.17,-0.62,0
254.03,71.72,5.86,0.80,0.09,-0.62,0
248.41,63.17,10.13,0.83,0.03,-0.63,0
230.96,54.63,16.48,0.84,0.05,-0.68,0
213.62,45.72,18.86,0.84,0.06,-0.69,0
195.19,36.38,15.44,0.88,0.08,-0.68,0
173.89,22.89,15.81,0.87,0.08,-0.75,0
164.25,10.86,11.90,0.90,0.16,-0.76,0
158.51,-1.65,5.37,0.90,0.24,-0.71,0
158.51,-16.85,0.55,0.90,0.28,-0.70,0
158.02,-33.45,-1.46,0.87,0.33,-0.68,0
159.91,-46.88,-3.11,0.84,0.36,-0.66,0
161.07,-56.58,-1.77,0.85,0.39,-0.64,0
162.41,-61.71,0.37,0.86,0.39,-0.59,0
158.87,-65.55,-5.92,0.88,0.42,-0.56,0
155.33,-70.01,-17.33,0.92,0.49,-0.51,0
157.41,-76.78,-27.89,0.96,0.47,-0.46,0
160.46,-87.52,-32.10,0.96,0.47,-0.47,0
161.62,-99.85,-33.02,0.95,0.44,-0.50,0
158.94,-110.72,-34.18,0.92,0.41,-0.52,0
152.77,-117.07,-38.51,0.90,0.39,-0.49,0
144.04,-117.92,-40.89,0.92,0.47,-0.46,0
135.93,-119.75,-47.06,0.92,0.58,-0.41,0
135.19,-124.69,-55.48,0.95,0.59,-0.35,0
139.89,-133.85,-57.92,1.00,0.60,-0.37,0
138.67,-147.22,-65.49,0.96,0.42,-0.41,0
127.26,-154.11,-70.80,0.92,0.31,-0.45,0
101.75,-151.55,-77.88,1.00,0.25,-0.44,0
72.27,-154.72,-77.58,1.03,0.25,-0.39,0
46.75,-162.84,-79.53,1.11,0.39,-0.32,0
36.19,-179.44,-87.10,1.11,0.40,-0.28,0
32.29,-195.31,-109.99,1.16,0.31,-0.21,0
17.64,-207.40,-127.08,1.11,0.18,-0.24,0
-0.18,-216.74,-148.38,0.94,0.34,-0.26,0
-8.73,-226.62,-162.90,0.79,0.26,-0.13,0
-16.42,-222.29,-167.36,0.77,0.14,-0.04,0
-40.28,-205.69,-162.11,0.72,0.05,0.01,0
-65.12,-178.22,-159.61,0.78,0.05,0.07,0
-89.11,-156.43,-156.62,0.93,0.03,0.12,0
-109.62,-149.90,-153.08,1.08,-0.01,0.14,0
-135.86,-153.14,-153.63,1.16,-0.11,0.12,0
-171.87,-157.59,-161.62,1.22,0.05,0.11,0
-203.12,-175.96,-160.46,1.11,0.23,0.06,0
-201.11,-203.86,-169.49,0.97,0.26,0.20,0
-190.49,-221.44,-186.28,0.85,0.19,0.20,0
-180.79,-225.34,-202.82,0.67,0.31,0.35,0
-165.89,-218.44,-209.05,0.64,0.18,0.58,0
-162.17,-193.97,-210.08,0.69,-0.02,0.64,0
-181.52,-162.23,-205.32,0.75,-0.07,0.61,0
-207.52,-134.52,-202.94,0.79,-0.05,0.63,0
-229.19,-116.33,-198.79,0.84,0.07,0.71,0
-241.82,-106.69,-190.67,0.84,0.14,0.74,0
-245.06,-100.46,-182.68,0.86,0.21,0.79,0
-238.77,-100.71,-175.60,0.87,0.27,0.79,0
-225.59,-105.65,-166.75,0.81,0.26,0.82,0
-210.69,-107.06,-152.04,0.68,0.20,0.81,0
-199.28,-95.09,-137.33,0.65,0.10,0.74,0
-200.68,-72.69,-133.73,0.69,-0.03,0.64,0
-222.23,-47.18,-142.58,0.70,0.04,0.67,0
-244.69,-25.82,-151.18,0.82,0.05,0.62,0
-265.08,-11.17,-161.13,0.98,0.21,0.61,0
-277.77,-23.93,-168.40,0.97,0.23,0.54,0
-286.93,-44.25,-169.49,0.89,0.10,0.54,0
-299.99,-52.37,-161.50,0.79,0.13,0.57,0
-310.49,-45.04,-151.73,0.78,0.25,0.62,0
-310.42,-33.20,-144.71,0.79,0.42,0.73,0
-290.04,-20.75,-144.78,0.88,0.49,0.78,0
-262.70,-3.72,-159.36,1.01,0.63,0.99,0
-219.12,8.79,-183.78,0.94,0.65,1.09,0
-158.75,26.98,-198.91,0.81,0.41,1.09,0
-114.38,61.22,-202.64,0.76,0.23,1.01,0
-92.41,101.07,-201.84,0.76,0.15,0.89,0
-85.33,138.06,-207.03,0.84,0.07,0.73,0
-89.05,165.83,-219.06,0.97,0.07,0.66,0
-96.25,178.28,-234.50,1.06,0.08,0.60,0
-98.88,183.04,-249.69,1.14,0.09,0.58,0
-97.84,182.68,-263.43,1.38,0.26,0.64,0
-81.60,157.04,-275.09,1.31,0.40,0.84,0
-29.91,114.32,-275.45,1.18,0.23,0.64,0
14.77,93.44,-270.39,1.12,-0.10,0.45,0
13.67,91.61,-271.61,1.15,-0.25,0.42,0
-4.52,92.04,-276.92,1.17,-0.24,0.42,0
-7.87,92.83,-285.83,1.17,-0.26,0.34,0
-4.21,95.64,-300.54,1.10,-0.27,0.35,0
-1.16,99.30,-319.27,0.99,-0.30,0.41,0
5.80,105.22,-335.51,0.94,-0.30,0.38,0
16.42,109.13,-339.48,0.92,-0.33,0.29,0
23.38,105.10,-333.19,0.90,-0.42,0.23,0
24.96,91.00,-323.97,0.80,-0.49,0.19,0
24.90,70.92,-314.51,0.69,-0.48,0.16,0
28.87,48.95,-302.73,0.59,-0.46,0.25,0
39.31,26.43,-281.07,0.47,-0.48,0.29,0
54.02,9.40,-244.63,0.45,-0.56,0.17,0
57.25,-1.04,-211.24,0.45,-0.63,0.14,0
51.09,-12.51,-186.28,0.46,-0.62,0.21,0
46.75,-23.62,-171.02,0.53,-0.61,0.19,0
40.65,-22.77,-173.03,0.43,-0.61,0.20,0
37.29,-13.12,-191.59,0.40,-0.61,0.32,0
41.14,-6.96,-207.15,0.34,-0.61,0.35,0
50.72,-5.80,-208.13,0.25,-0.64,0.28,0
60.91,-4.94,-196.78,0.21,-0.75,0.20,0
62.07,-5.31,-180.60,0.23,-0.85,0.18,0
49.80,-12.57,-161.38,0.19,-0.87,0.18,0
39.31,-21.36,-140.56,0.15,-0.83,0.16,0
34.85,-24.29,-120.06,0.11,-0.81,0.15,0
33.63,-23.56,-103.88,0.09,-0.77,0.17,0
36.01,-20.26,-92.96,0.05,-0.72,0.17,0
43.09,-6.71,-92.47,-0.04,-0.67,0.18,0
54.32,24.66,-100.34,-0.04,-0.64,0.24,0
70.98,69.15,-110.53,0.03,-0.60,0.29,0
91.67,114.26,-115.05,0.07,-0.60,0.28,0
115.66,151.06,-111.76,0.01,-0.60,0.21,0
138.12,181.21,-100.95,-0.05,-0.66,0.12,0
150.82,209.84,-86.91,-0.06,-0.76,0.01,0
145.51,233.09,-71.29,-0.16,-0.80,-0.16,0
130.92,252.99,-56.82,-0.21,-0.87,-0.23,0
110.84,275.33,-46.39,-0.13,-0.95,-0.20,0
84.90,289.92,-37.17,-0.07,-0.91,-0.16,0
69.34,291.99,-26.49,-0.08,-0.82,-0.11,0
71.29,284.67,-10.68,-0.06,-0.78,-0.10,0
86.18,274.11,6.04,-0.05,-0.77,-0.13,0
104.31,261.47,20.94,-0.09,-0.78,-0.18,0
120.12,246.77,32.41,-0.09,-0.78,-0.23,0
131.04,234.31,40.65,-0.09,-0.81,-0.29,0
137.57,224.98,48.16,-0.11,-0.85,-0.32,0
139.10,219.48,57.13,-0.06,-0.89,-0.28,0
135.38,214.42,63.05,-0.04,-0.95,-0.28,0
125.61,212.34,62.62,-0.12,-0.96,-0.38,0
112.98,218.02,60.61,-0.12,-0.93,-0.39,0
106.93,225.10,62.81,-0.09,-0.83,-0.39,0
115.05,231.51,62.38,-0.09,-0.87,-0.40,0
125.55,238.16,61.40,-0.15,-0.94,-0.40,0
134.58,246.77,67.50,-0.12,-0.95,-0.29,0
139.83,259.89,81.42,-0.12,-0.95,-0.24,0
140.26,273.68,93.26,-0.12,-0.97,-0.24,0
141.66,278.08,96.92,-0.11,-0.93,-0.29,0
148.25,273.13,93.02,-0.08,-0.84,-0.28,0
163.70,258.36,87.59,-0.06,-0.88,-0.39,0
175.54,239.50,79.04,0.00,-1.09,-0.57,0
170.23,224.67,57.68,0.05,-1.31,-0.70,0
143.86,216.19,30.27,0.09,-1.42,-0.69,0
107.24,212.52,5.37,0.09,-1.53,-0.69,0
75.87,213.62,-17.46,0.05,-1.40,-0.56,0
59.88,200.68,-24.66,0.00,-1.15,-0.48,0
74.46,185.91,-16.78,-0.03,-1.04,-0.37,0
107.73,175.66,-3.97,-0.05,-1.09,-0.37,0
132.20,166.26,2.32,-0.10,-1.12,-0.39,0
135.86,162.54,2.50,-0.09,-1.17,-0.45,0
123.17,162.78,-3.17,-0.08,-1.12,-0.43,0
94.67,157.65,-2.14,-0.09,-1.09,-0.48,0
72.33,149.90,3.85,-0.08,-1.02,-0.57,0
60.42,143.07,10.56,-0.07,-0.97,-0.58,0
60.61,137.45,13.92,-0.16,-0.87,-0.64,0
63.11,126.65,12.33,-0.21,-0.86,-0.82,0
72.63,124.02,11.17,-0.17,-0.91,-0.89,0
87.34,127.26,8.18,-0.06,-0.94,-0.82,0
89.97,124.33,7.63,-0.01,-0.87,-0.73,0
83.31,109.13,5.13,-0.01,-0.74,-0.73,0
83.31,89.66,2.14,-0.01,-0.68,-0.73,0
88.20,70.25,-3.30,-0.02,-0.67,-0.70,0
87.71,52.06,-11.72,-0.07,-0.61,-0.67,0
83.98,35.46,-19.78,-0.13,-0.56,-0.68,0
81.18,22.52,-26.43,-0.22,-0.53,-0.72,0
82.28,14.89,-30.46,-0.24,-0.51,-0.76,0
86.49,11.29,-32.29,-0.23,-0.50,-0.78,0
92.90,8.06,-32.35,-0.31,-0.50,-0.80,0
105.35,2.08,-30.52,-0.38,-0.51,-0.83,0
116.70,-3.36,-26.86,-0.44,-0.54,-0.87,0
122.25,-5.07,-24.05,-0.49,-0.54,-0.90,0
122.50,-4.33,-19.29,-0.52,-0.53,-0.92,0
119.51,-0.12,-15.38,-0.50,-0.53,-0.90,0
112.30,3.72,-15.81,-0.46,-0.49,-0.87,0
105.35,5.92,-16.66,-0.43,-0.47,-0.84,0
103.64,4.15,-21.61,-0.38,-0.42,-0.84,0
107.06,-0.92,-30.64,-0.32,-0.35,-0.86,0
116.27,-8.18,-44.49,-0.26,-0.32,-0.85,0
129.94,-19.71,-62.93,-0.24,-0.22,-0.86,0
149.17,-34.73,-85.45,-0.22,-0.07,-0.87,0
177.00,-49.50,-112.85,-0.24,-0.03,-0.90,0
207.03,-71.47,-134.03,-0.33,-0.10,-1.02,0
229.31,-89.05,-139.47,-0.37,-0.28,-1.08,0
233.40,-91.61,-150.21,-0.40,-0.26,-1.03,0
232.60,-88.50,-173.46,-0.44,-0.03,-1.00,0
237.30,-82.82,-199.83,-0.42,0.10,-0.95,0
246.09,-82.46,-225.71,-0.40,0.21,-0.99,0
258.06,-86.61,-253.48,-0.38,0.25,-1.04,0
263.79,-95.21,-283.26,-0.35,0.32,-1.16,0
261.72,-106.26,-302.25,-0.33,0.28,-1.24,0
257.32,-119.93,-313.96,-0.30,0.27,-1.25,0
247.07,-133.54,-320.43,-0.28,0.33,-1.24,0
235.29,-146.12,-323.30,-0.20,0.38,-1.23,0
222.66,-159.12,-330.26,-0.12,0.56,-1.15,0
213.13,-168.76,-351.32,-0.00,0.81,-1.05,0
217.10,-179.75,-376.34,0.11,0.99,-0.96,0
235.60,-194.64,-395.87,0.18,1.10,-0.86,0
264.10,-214.60,-406.13,0.13,1.04,-0.82,0
288.88,-228.27,-408.69,0.09,0.80,-0.84,0
291.26,-225.95,-404.48,0.09,0.59,-0.86,0
269.78,-208.80,-395.02,0.17,0.50,-0.84,0
236.27,-190.37,-381.84,0.32,0.46,-0.82,0
198.24,-178.83,-366.88,0.51,0.39,-0.86,0
158.08,-179.32,-356.93,0.73,0.30,-0.87,0
123.66,-194.03,-344.18,0.84,0.41,-0.77,0
100.34,-219.42,-339.29,0.89,0.46,-0.72,0
94.91,-250.49,-339.36,0.92,0.34,-0.69,0
89.84,-273.74,-334.23,0.92,0.25,-0.66,0
79.35,-293.58,-338.56,0.95,0.29,-0.57,0
76.60,-318.79,-350.95,0.89,0.29,-0.55,0
79.28,-348.57,-367.13,0.86,0.26,-0.48,0
73.97,-377.81,-376.16,0.77,0.23,-0.32,0
51.15,-402.28,-360.23,0.61,0.01,-0.42,0
13.12,-394.90,-338.68,0.29,-0.13,-0.35,0
-34.67,-352.17,-305.79,0.26,-0.26,-0.14,0
-102.84,-289.06,-256.84,0.50,-0.37,-0.03,0
-176.57,-232.18,-226.62,0.84,-0.14,0.01,0
-220.03,-208.80,-219.67,1.23,0.10,0.03,0
-228.52,-239.62,-223.21,1.37,0.23,-0.09,0
-207.34,-308.72,-228.70,1.18,0.29,-0.02,0
-185.61,-377.87,-222.35,0.79,0.15,0.05,0
-182.62,-405.09,-210.94,0.44,-0.12,0.03,0
-211.79,-385.86,-200.56,0.18,-0.15,0.08,0
-253.97,-333.44,-174.26,0.30,-0.06,0.24,0
-278.81,-276.25,-150.02,0.60,0.07,0.40,0
-287.96,-243.29,-162.84,0.71,0.47,0.53,0
-263.49,-235.05,-173.46,0.67,0.52,0.43,0
-228.27,-219.18,-162.11,0.74,0.10,0.58,0
-224.91,-200.87,-159.18,0.82,-0.04,0.38,0
-251.28,-186.16,-170.96,0.87,-0.12,0.29,0
-288.33,-182.56,-180.85,0.85,-0.09,0.39,0
-307.92,-185.91,-158.08,0.62,-0.07,0.44,0
-307.19,-181.46,-112.12,0.61,-0.07,0.52,0
-294.01,-173.16,-73.67,0.68,0.16,0.54,0
-273.68,-175.29,-56.82,0.55,0.18,0.62,0
-257.20,-171.69,-61.04,0.49,0.05,0.69,0
-260.62,-152.65,-70.19,0.45,-0.01,0.75,0
-276.92,-116.76,-71.66,0.35,-0.05,0.81,0
-293.64,-68.60,-66.41,0.41,0.04,0.80,0
-305.48,-19.29,-55.73,0.63,0.14,0.74,0
-307.74,10.99,-52.86,0.67,0.25,0.80,0
-294.13,11.17,-51.21,0.68,0.27,0.77,0
-272.71,2.81,-47.00,0.66,0.37,0.84,0
-241.94,-13.49,-40.53,0.70,0.59,0.97,0
-204.47,-39.55,-29.54,0.52,0.58,0.92,0
-159.85,-43.21,-26.49,0.33,0.44,0.90,0
-133.06,-22.64,-35.10,0.44,0.38,0.94,0
-119.93,-9.34,-35.71,0.48,0.36,0.92,0
-108.70,-6.96,-22.09,0.43,0.25,0.82,0
-99.67,-1.65,-11.96,0.43,0.16,0.73,0
-105.96,-1.46,-15.81,0.49,0.21,0.70,0
-110.29,-6.41,-22.28,0.47,0.24,0.69,0
-106.08,-8.36,-28.63,0.43,0.30,0.64,0
-99.24,-3.78,-34.73,0.45,0.33,0.56,0
-94.97,9.64,-40.28,0.54,0.35,0.54,0
-93.14,25.82,-42.30,0.62,0.34,0.62,0
-90.64,40.22,-47.06,0.68,0.30,0.68,0
-87.95,50.29,-51.03,0.71,0.25,0.68,0
-91.80,58.29,-52.00,0.75,0.21,0.71,0
-103.39,62.19,-56.21,0.76,0.20,0.69,0
-110.66,69.95,-60.18,0.72,0.30,0.70,0
-109.50,80.57,-52.67,0.77,0.45,0.71,0
-96.86,83.44,-34.97,0.79,0.50,0.68,0
-85.33,86.12,-22.58,0.80,0.45,0.73,0
-76.17,86.55,-21.00,0.94,0.58,0.81,0
-54.99,85.14,-35.95,1.09,0.68,0.74,0
-44.56,86.85,-68.36,1.14,0.57,0.53,0
-48.52,82.95,-113.77,1.08,0.47,0.49,0
-51.33,75.99,-162.60,1.01,0.48,0.56,0
-44.13,68.85,-203.37,0.91,0.50,0.64,0
-31.13,62.13,-217.22,0.64,0.49,0.71,0
-11.72,55.97,-179.14,0.46,0.52,0.78,0
30.58,66.04,-112.30,0.42,0.39,0.87,0
