-5.92,-2.69,17.33,0.06,-0.22,0.97,0
-5.62,-2.44,16.72,0.07,-0.24,0.97,0
-5.43,-2.26,16.36,0.07,-0.25,0.97,0
-6.41,-2.14,15.87,0.06,-0.26,0.98,0
-7.75,-2.08,15.20,0.04,-0.28,0.98,0
-9.95,-1.65,14.59,0.02,-0.29,0.97,0
-13.00,-1.16,14.10,0.00,-0.28,0.97,0
-15.99,-1.10,13.37,-0.01,-0.26,0.96,0
-17.40,-0.73,12.57,-0.02,-0.24,0.96,0
-17.58,-0.24,12.02,-0.05,-0.24,0.96,0
-17.58,0.24,11.23,-0.06,-0.25,0.97,0
-18.25,1.16,10.38,-0.08,-0.25,0.99,0
-18.68,2.50,10.07,-0.11,-0.25,1.00,0
-19.10,3.97,9.34,-0.13,-0.25,1.00,0
-18.68,5.13,8.48,-0.14,-0.24,0.99,0
-18.74,6.04,7.26,-0.15,-0.22,0.99,0
-17.58,6.90,5.80,-0.17,-0.21,0.99,0
-15.50,7.57,4.76,-0.17,-0.21,0.98,0
-12.63,7.45,3.60,-0.16,-0.21,0.97,0
-10.01,7.81,2.20,-0.16,-0.20,0.96,0
-7.39,8.18,1.04,-0.17,-0.21,0.94,0
-5.86,8.73,-0.24,-0.16,-0.23,0.94,0
-6.10,8.54,-1.22,-0.16,-0.24,0.93,0
-6.84,9.09,-2.20,-0.15,-0.23,0.91,0
-7.81,8.91,-3.05,-0.13,-0.22,0.90,0
-8.61,8.79,-3.48,-0.12,-0.21,0.90,0
-8.73,8.42,-4.03,-0.11,-0.21,0.91,0
-8.42,7.26,-4.39,-0.10,-0.22,0.91,0
-8.12,6.41,-5.07,-0.09,-0.22,0.91,0
-7.51,5.98,-5.31,-0.09,-0.24,0.91,0
-7.39,6.10,-5.80,-0.08,-0.25,0.90,0
-8.12,5.43,-6.84,-0.07,-0.24,0.90,0
-8.73,3.97,-7.69,-0.06,-0.22,0.90,0
-8.61,3.05,-8.00,-0.06,-0.22,0.90,0
-8.48,2.93,-8.30,-0.07,-0.24,0.90,0
-8.54,2.93,-8.48,-0.05,-0.24,0.92,0
-9.09,2.56,-8.97,-0.06,-0.24,0.92,0
-9.16,3.11,-9.03,-0.06,-0.23,0.94,0
-9.77,2.81,-8.97,-0.06,-0.22,0.95,0
-9.40,3.91,-9.22,-0.06,-0.21,0.96,0
-8.67,5.49,-9.77,-0.07,-0.21,0.96,0
-7.63,6.47,-10.93,-0.06,-0.20,0.96,0
-6.41,7.45,-11.96,-0.05,-0.20,0.95,0
-5.00,8.91,-13.00,-0.05,-0.20,0.95,0
-2.87,10.62,-14.16,-0.05,-0.22,0.95,0
-1.46,11.11,-15.32,-0.04,-0.23,0.95,0
0.31,12.39,-15.26,-0.04,-0.23,0.95,0
2.26,14.04,-15.87,-0.02,-0.23,0.95,0
3.42,13.98,-16.05,-0.01,-0.22,0.93,0
5.00,14.53,-15.50,-0.01,-0.24,0.93,0
5.19,15.08,-15.93,-0.01,-0.26,0.93,0
5.62,14.28,-15.20,0.00,-0.26,0.92,0
6.35,14.10,-14.65,0.03,-0.27,0.90,0
7.39,13.85,-14.59,0.06,-0.29,0.90,0
6.59,13.31,-13.92,0.06,-0.31,0.90,0
5.49,12.70,-13.24,0.06,-0.32,0.90,0
4.58,12.63,-13.00,0.08,-0.31,0.90,0
2.93,12.33,-12.57,0.10,-0.31,0.89,0
1.77,11.84,-11.66,0.10,-0.30,0.88,0
0.55,11.11,-10.74,0.11,-0.29,0.88,0
0.55,10.19,-10.07,0.12,-0.29,0.88,0
0.24,9.09,-9.46,0.12,-0.30,0.88,0
0.12,7.87,-9.03,0.12,-0.30,0.89,0
0.24,6.77,-8.85,0.14,-0.29,0.88,0
0.79,5.92,-8.67,0.16,-0.28,0.89,0
0.73,5.62,-8.42,0.17,-0.28,0.90,0
1.10,5.37,-7.57,0.18,-0.28,0.91,0
1.46,4.58,-7.26,0.20,-0.28,0.91,0
1.28,4.33,-6.77,0.20,-0.27,0.92,0
1.04,4.15,-6.23,0.20,-0.27,0.92,0
1.46,4.21,-5.62,0.20,-0.25,0.92,0
1.59,4.27,-5.86,0.21,-0.24,0.92,0
1.65,4.27,-5.43,0.22,-0.24,0.92,0
2.20,4.70,-5.31,0.23,-0.24,0.93,0
2.62,4.33,-5.49,0.24,-0.23,0.93,0
2.69,4.15,-5.43,0.24,-0.22,0.92,0
2.44,4.64,-4.64,0.24,-0.23,0.93,0
2.32,4.82,-4.27,0.23,-0.24,0.93,0
1.53,5.31,-4.52,0.22,-0.24,0.93,0
0.61,6.04,-4.52,0.21,-0.23,0.93,0
0.61,6.59,-4.76,0.21,-0.22,0.93,0
1.34,6.47,-5.19,0.21,-0.22,0.92,0
1.59,6.71,-5.68,0.21,-0.20,0.91,0
2.50,6.77,-6.16,0.22,-0.20,0.92,0
2.93,6.77,-6.47,0.22,-0.20,0.92,0
3.48,6.41,-6.41,0.23,-0.20,0.93,0
3.54,5.49,-6.35,0.24,-0.19,0.92,0
4.03,4.52,-5.55,0.23,-0.20,0.91,0
4.64,3.60,-5.31,0.22,-0.22,0.91,0
4.03,3.11,-5.62,0.21,-0.23,0.91,0
2.08,2.56,-5.55,0.21,-0.22,0.91,0
0.49,2.62,-5.13,0.21,-0.23,0.92,0
-0.92,2.38,-5.25,0.21,-0.24,0.93,0
-2.08,1.77,-4.94,0.21,-0.21,0.92,0
-1.89,1.40,-4.21,0.21,-0.21,0.92,0
-0.55,0.61,-3.85,0.21,-0.23,0.93,0
1.40,-0.92,-4.03,0.19,-0.23,0.92,0
2.81,-1.83,-4.03,0.18,-0.22,0.91,0
4.09,-1.77,-4.03,0.18,-0.24,0.92,0
4.58,-1.65,-4.21,0.17,-0.26,0.95,0
4.58,-1.28,-4.03,0.16,-0.26,0.96,0
4.03,-0.37,-3.66,0.15,-0.26,0.96,0
3.48,0.43,-3.48,0.15,-0.25,0.95,0
4.46,0.61,-3.36,0.16,-0.24,0.93,0
5.43,0.92,-3.11,0.15,-0.25,0.93,0
5.49,1.34,-2.87,0.14,-0.25,0.92,0
5.37,1.59,-2.62,0.14,-0.23,0.91,0
5.92,2.01,-2.56,0.14,-0.24,0.91,0
6.71,1.65,-2.81,0.14,-0.23,0.91,0
7.26,1.65,-2.81,0.12,-0.21,0.91,0
8.73,1.83,-2.38,0.13,-0.23,0.93,0
11.17,1.28,-2.32,0.14,-0.21,0.91,0
12.15,0.24,-1.83,0.12,-0.20,0.91,0
14.22,0.00,-0.79,0.12,-0.24,0.93,0
16.66,-0.79,-1.40,0.13,-0.24,0.92,0
17.52,-1.89,-0.92,0.11,-0.26,0.91,0
19.10,-2.14,-0.12,0.11,-0.29,0.92,0
19.96,-2.20,-0.37,0.11,-0.31,0.94,1
21.55,-2.26,0.31,0.11,-0.33,0.93,1
16.91,-0.67,0.85,0.11,-0.34,0.92,1
12.63,-0.06,0.85,0.11,-0.33,0.90,1
7.75,0.18,0.73,0.11,-0.30,0.88,1
2.87,0.73,0.92,0.12,-0.28,0.89,1
0.73,0.92,0.49,0.14,-0.22,0.88,1
0.12,-1.04,0.06,0.13,-0.16,0.85,1
1.53,-2.62,0.73,0.11,-0.21,0.89,1
5.31,-2.26,0.31,0.09,-0.28,0.91,1
5.98,-1.77,-0.92,0.09,-0.28,0.91,1
5.37,-1.71,-0.92,0.09,-0.27,0.93,1
4.64,-1.65,-0.92,0.08,-0.28,0.94,1
4.15,-0.24,-0.67,0.08,-0.30,0.93,1
2.08,0.73,-0.85,0.09,-0.30,0.94,1
0.37,1.28,-1.16,0.10,-0.28,0.94,1
-0.12,1.28,-1.22,0.10,-0.26,0.93,1
0.31,1.28,-0.73,0.10,-0.27,0.94,1
1.65,1.04,-0.55,0.10,-0.27,0.93,1
2.20,0.43,-0.43,0.10,-0.27,0.91,1
2.08,-0.18,-0.31,0.10,-0.26,0.91,1
2.62,-0.73,-0.37,0.09,-0.26,0.92,1
2.99,-1.46,-0.49,0.08,-0.27,0.93,1
3.30,-1.46,-0.18,0.08,-0.30,0.96,1
2.75,-1.28,-0.31,0.08,-0.32,0.96,1
1.40,-1.40,-0.43,0.09,-0.29,0.95,1
0.12,-1.71,-0.73,0.08,-0.27,0.94,1
0.06,-1.59,-0.61,0.08,-0.27,0.93,1
-0.79,-1.10,-0.67,0.09,-0.29,0.92,1
-2.08,-1.65,-0.98,0.09,-0.28,0.91,1
-3.60,-2.14,-1.04,0.09,-0.25,0.92,1
-3.85,-2.26,-1.10,0.11,-0.24,0.92,1
-3.54,-2.93,-1.04,0.10,-0.25,0.93,1
-3.05,-3.60,-0.79,0.09,-0.29,0.94,1
-3.23,-3.66,-0.79,0.09,-0.29,0.96,1
-5.25,-3.78,-0.61,0.09,-0.27,0.97,1
-4.64,-3.54,-0.12,0.10,-0.27,0.98,1
-2.62,-3.54,0.43,0.12,-0.28,0.98,1
-1.16,-3.91,1.40,0.15,-0.28,1.00,1
1.16,-4.27,2.26,0.21,-0.27,1.00,1
3.97,-5.13,3.11,0.29,-0.24,1.01,1
6.59,-6.84,4.27,0.39,-0.25,0.99,1
6.59,-9.34,6.10,0.53,-0.29,1.00,1
2.32,-11.66,9.46,0.74,-0.35,1.05,1
-5.80,-14.83,13.67,1.02,-0.40,1.08,1
-18.43,-21.06,19.10,1.31,-0.41,1.14,1
-31.49,-26.37,27.83,1.58,-0.41,1.22,1
-45.47,-30.94,38.94,1.79,-0.38,1.29,1
-58.96,-34.36,53.59,1.88,-0.35,1.35,1
-70.98,-36.56,69.70,1.86,-0.30,1.39,1
-76.42,-34.42,86.61,1.77,-0.27,1.35,1
-78.19,-31.74,98.21,1.70,-0.22,1.26,1
-76.60,-28.38,104.49,1.69,-0.17,1.18,1
-72.75,-24.84,108.46,1.67,-0.22,1.12,1
-69.03,-21.73,111.02,1.65,-0.31,1.03,1
-70.31,-21.24,111.57,1.57,-0.35,0.94,1
-75.38,-23.50,111.51,1.43,-0.38,0.88,1
-80.93,-26.12,110.47,1.23,-0.43,0.86,1
-89.36,-27.47,106.69,1.00,-0.43,0.82,1
-101.26,-26.25,98.88,0.80,-0.32,0.88,1
-111.45,-22.83,86.18,0.58,-0.05,0.87,1
-113.34,-16.97,68.60,0.44,0.14,0.84,1
-104.19,-12.45,43.52,0.29,0.17,0.91,1
-85.33,-11.84,11.90,0.14,0.18,0.89,1
-64.94,-17.82,-18.98,-0.08,0.22,0.76,1
-46.63,-24.60,-47.42,-0.35,0.14,0.69,1
-37.72,-28.26,-72.63,-0.63,-0.08,0.68,1
-35.34,-29.05,-91.92,-0.88,-0.30,0.58,1
-42.85,-27.28,-108.76,-0.98,-0.20,0.54,1
-50.48,-28.38,-124.21,-1.03,0.01,0.61,1
-56.34,-35.10,-137.33,-1.27,0.09,0.77,1
-50.17,-42.97,-148.62,-1.64,0.09,0.86,1
-27.16,-48.71,-154.17,-1.96,0.13,0.82,1
7.45,-46.02,-147.95,-2.08,0.11,0.67,1
47.24,-37.78,-129.52,-2.01,-0.09,0.53,1
65.98,-26.61,-102.42,-1.73,-0.44,0.47,1
49.01,-17.94,-76.35,-1.46,-0.72,0.45,1
2.20,-12.76,-57.62,-1.25,-0.74,0.57,1
-52.12,-14.10,-43.64,-1.13,-0.40,0.61,1
-88.50,-13.43,-33.14,-0.96,0.15,0.67,1
-96.13,-10.80,-22.40,-0.79,0.54,0.75,1
-79.16,-4.94,-13.55,-0.66,0.65,0.87,1
-52.49,0.73,-10.86,-0.51,0.61,0.92,1
-36.99,1.83,-13.24,-0.41,0.56,0.97,1
-27.77,0.92,-16.91,-0.34,0.50,0.96,1
-25.51,-1.22,-23.62,-0.30,0.51,0.96,1
-25.51,-1.95,-28.69,-0.28,0.52,0.95,1
-22.77,-0.49,-28.44,-0.23,0.47,0.89,1
-25.33,0.61,-25.45,-0.18,0.37,0.86,1
-32.53,0.85,-22.09,-0.17,0.27,0.88,1
-42.66,-2.44,-23.44,-0.24,0.31,0.91,1
-45.65,-3.05,-24.41,-0.27,0.42,0.91,1
-40.22,-1.89,-21.61,-0.30,0.36,0.96,1
-34.61,-1.22,-18.01,-0.29,0.20,0.98,1
-37.41,-0.24,-13.18,-0.28,0.10,0.96,1
-51.94,1.95,-9.77,-0.27,0.18,0.98,1
-64.45,6.35,-7.20,-0.23,0.31,0.98,0
-66.59,9.40,-4.76,-0.21,0.37,0.99,0
-57.56,12.63,-3.36,-0.22,0.35,1.07,0
-43.09,16.36,-1.77,-0.19,0.34,1.07,0
-27.16,18.01,-2.62,-0.11,0.34,1.06,0
-15.20,17.33,-3.72,-0.06,0.33,1.08,0
-0.98,16.66,-5.00,-0.03,0.28,1.04,0
8.97,14.83,-6.65,0.00,0.30,1.01,0
17.03,13.49,-6.59,0.02,0.23,0.94,0
22.40,13.31,-4.70,0.02,0.11,0.92,0
23.19,14.28,-2.81,0.02,0.07,0.87,0
18.31,13.06,-0.92,-0.04,-0.02,0.78,0
12.76,12.27,3.54,-0.03,0.04,0.82,0
0.92,11.66,1.53,-0.02,0.14,0.83,0
-0.85,9.77,1.59,0.02,0.16,0.79,0
0.00,6.41,1.40,0.02,0.15,0.80,0
-1.10,2.20,0.49,-0.03,0.12,0.82,0
-3.91,0.37,0.37,-0.05,0.13,0.84,0
-5.19,1.22,-0.12,-0.03,0.19,0.82,0
-5.68,1.71,-0.43,-0.03,0.24,0.88,0
-0.92,2.14,0.00,-0.01,0.25,0.87,0
3.97,2.01,1.28,-0.01,0.21,0.85,0
6.41,1.89,2.50,0.00,0.17,0.84,0
4.82,1.71,2.93,-0.01,0.17,0.85,0
2.20,1.04,1.10,-0.03,0.22,0.86,0
3.30,0.55,-0.98,-0.02,0.25,0.86,0
5.37,0.24,-1.34,-0.00,0.22,0.87,0
5.86,-0.79,-1.04,-0.02,0.17,0.87,0
4.58,-1.10,-0.49,-0.02,0.17,0.86,0
1.04,-0.85,-0.37,0.01,0.19,0.88,0
-2.38,-1.04,0.12,-0.01,0.21,0.90,0
-2.69,-0.31,0.24,-0.01,0.22,0.90,0
-2.38,0.43,1.22,-0.00,0.21,0.90,0
-3.17,0.12,2.75,0.00,0.20,0.88,0
-5.19,-0.18,4.33,0.00,0.19,0.89,0
-7.39,-0.85,5.43,-0.01,0.19,0.88,0
-8.85,-1.10,5.74,-0.01,0.20,0.89,0
-10.50,-1.16,6.10,-0.02,0.20,0.92,0
-11.90,-0.67,7.02,-0.05,0.20,0.95,0
-12.45,0.49,7.69,-0.06,0.21,0.96,0
-10.93,2.08,8.61,-0.05,0.25,0.97,0
-6.71,3.54,9.64,-0.06,0.27,0.96,0
-0.85,4.09,10.62,-0.05,0.27,0.94,0
3.23,4.70,11.96,-0.06,0.23,0.95,0
3.66,5.31,13.43,-0.11,0.19,0.95,0
2.44,5.80,13.92,-0.14,0.21,0.94,0
2.20,7.39,14.65,-0.16,0.23,0.94,0
2.87,9.77,15.63,-0.19,0.23,0.94,0
3.97,11.29,17.03,-0.22,0.24,0.93,0
4.82,12.63,19.23,-0.23,0.24,0.92,0
5.43,14.83,22.77,-0.25,0.23,0.92,0
5.13,16.72,26.73,-0.28,0.22,0.90,0
4.82,18.62,30.40,-0.30,0.24,0.89,0
4.82,20.94,33.94,-0.31,0.27,0.91,0
4.64,23.32,37.23,-0.30,0.29,0.90,0
5.92,24.54,40.16,-0.29,0.31,0.88,0
6.59,25.33,42.97,-0.31,0.32,0.87,0
7.39,26.98,45.04,-0.30,0.33,0.89,0
7.93,26.92,45.23,-0.31,0.36,0.84,0
9.22,27.95,45.72,-0.30,0.39,0.83,0
12.57,30.52,45.53,-0.30,0.39,0.84,0
18.07,32.17,45.23,-0.30,0.38,0.84,0
23.68,32.47,44.62,-0.33,0.38,0.84,0
30.94,33.57,43.46,-0.39,0.39,0.83,0
42.42,35.03,42.60,-0.44,0.39,0.79,0
53.53,36.93,42.97,-0.47,0.34,0.78,0
62.26,39.18,44.74,-0.48,0.24,0.77,0
66.47,42.24,47.36,-0.44,0.14,0.79,0
62.68,44.68,49.68,-0.36,0.07,0.83,0
52.49,45.10,50.54,-0.29,0.05,0.86,0
37.72,44.74,50.11,-0.26,0.06,0.88,0
22.46,45.96,50.11,-0.27,0.08,0.91,0
11.90,48.40,49.19,-0.32,0.14,0.91,0
9.40,50.84,47.00,-0.34,0.22,0.89,0
14.34,53.04,44.56,-0.32,0.27,0.90,0
23.74,54.08,41.81,-0.29,0.26,0.89,0
34.61,53.41,38.88,-0.24,0.19,0.88,0
41.56,55.05,34.91,-0.18,0.08,0.91,0
41.08,57.31,32.04,-0.13,-0.03,0.90,0
35.64,56.70,29.11,-0.07,-0.04,0.88,0
26.55,57.92,26.79,-0.02,0.01,0.88,0
18.62,58.78,24.66,0.04,0.09,0.87,0
16.17,57.43,21.55,0.11,0.14,0.87,0
17.82,55.79,17.21,0.16,0.17,0.86,0
23.62,52.73,12.27,0.21,0.17,0.83,0
31.62,48.95,6.47,0.31,0.16,0.81,0
38.02,45.23,0.55,0.35,0.15,0.81,0
41.99,40.34,-4.64,0.28,0.06,0.82,0
43.88,36.25,-9.58,0.21,-0.03,0.79,0
43.09,34.91,-14.77,0.26,-0.09,0.80,0
38.02,34.18,-18.62,0.33,-0.05,0.79,0
34.18,31.80,-21.06,0.44,0.02,0.78,0
31.86,27.40,-23.07,0.54,0.07,0.76,0
31.92,21.97,-23.80,0.61,0.07,0.74,0
32.04,14.28,-26.37,0.60,0.05,0.75,0
31.86,6.10,-30.27,0.55,0.04,0.74,0
35.03,0.49,-33.81,0.57,0.04,0.75,0
37.66,-2.62,-37.48,0.58,0.01,0.81,0
39.61,-4.94,-40.28,0.54,-0.03,0.82,0
43.15,-8.48,-43.70,0.55,-0.06,0.80,0
43.09,-11.84,-45.65,0.60,-0.07,0.80,0
42.24,-15.69,-46.39,0.59,-0.08,0.78,0
40.77,-16.72,-48.77,0.62,-0.12,0.83,0
37.60,-19.35,-48.71,0.65,-0.14,0.86,0
32.47,-24.54,-47.06,0.62,-0.12,0.89,0
28.20,-27.71,-44.86,0.55,-0.14,0.90,0
27.04,-28.26,-43.95,0.53,-0.17,0.90,0
25.39,-28.50,-44.19,0.53,-0.18,0.92,0
24.35,-28.56,-44.92,0.50,-0.14,0.95,0
26.67,-28.93,-45.23,0.45,-0.13,0.97,0
31.86,-28.50,-44.68,0.44,-0.15,0.99,0
32.23,-28.63,-41.32,0.45,-0.16,1.04,0
31.01,-32.10,-33.33,0.34,-0.23,1.01,0
29.72,-22.16,-31.19,0.28,-0.31,1.00,0
24.23,-9.77,-34.36,0.33,-0.30,1.05,0
14.77,-11.47,-36.50,0.40,-0.12,1.05,0
13.12,-21.42,-27.65,0.35,-0.01,1.04,0
20.63,-21.55,-22.83,0.28,-0.05,1.04,0
27.77,-16.60,-23.99,0.29,-0.11,1.06,0
29.48,-14.77,-24.72,0.31,-0.10,1.06,0
28.14,-15.01,-25.15,0.30,-0.07,1.06,0
25.33,-14.10,-24.96,0.28,-0.08,1.05,0
20.63,-10.93,-25.21,0.26,-0.10,1.07,0
14.83,-8.06,-25.82,0.26,-0.09,1.08,0
10.31,-6.16,-27.53,0.30,-0.05,1.08,0
8.18,-5.80,-29.54,0.31,-0.02,1.09,0
9.40,-5.62,-30.64,0.30,-0.01,1.10,0
12.15,-4.88,-32.90,0.29,-0.01,1.10,0
14.89,-3.78,-34.79,0.28,-0.04,1.11,0
17.09,-2.08,-36.25,0.26,-0.08,1.11,0
17.70,-0.49,-38.02,0.22,-0.09,1.10,0
17.52,1.95,-39.12,0.19,-0.13,1.09,0
14.77,4.88,-39.31,0.18,-0.20,1.08,0
8.73,7.75,-38.45,0.18,-0.22,1.07,0
1.83,10.13,-37.78,0.17,-0.19,1.06,0
-3.91,12.57,-37.35,0.17,-0.18,1.05,0
-6.84,14.28,-36.56,0.17,-0.17,1.03,0
-7.57,15.08,-36.01,0.17,-0.15,1.01,0
-6.90,14.65,-35.83,0.18,-0.12,0.99,0
-3.48,14.16,-35.83,0.20,-0.11,0.98,0
0.49,13.43,-36.25,0.22,-0.12,0.98,0
2.69,12.51,-36.13,0.24,-0.11,0.98,0
3.54,11.41,-35.16,0.25,-0.11,0.99,0
3.60,10.74,-33.94,0.24,-0.12,1.00,0
